l,p,m,d,t,c
1.7,9810.0,2000.0,0.0078,283.0,1338.0
3.0,6860.0,997.0,0.00803,196.62,1025.0
1.0,17650.0,2000.0,0.00801,126.17,3530.0
5.34,17650.0,1973.0,0.0082,341.87,346.0
3.05,6870.0,4000.0,0.00925,256.41,1710.0
3.658,6688.0,5844.4,0.0094,172.31,2254.9
1.25,1648.0,557.0,0.01,79.67,2023.0
2.0,14000.0,1442.0,0.01,116.53,2046.0
2.0,9800.0,3441.0,0.00578,259.82,1508.0
3.0,11990.0,753.3,0.00811,223.65,637.0
1.7,14710.0,1991.0,0.00775,291.89,1116.0
2.007,7140.0,2025.0,0.00558,210.3,1560.0
3.0,6860.0,1995.0,0.008,192.57,1475.0
6.0,19610.0,3349.0,0.00585,178.18,971.0
1.25,2089.0,510.0,0.01,78.57,2018.0
2.44,14700.0,2179.0,0.008,256.15,1259.0
5.34,19610.0,1500.0,0.0082,281.86,481.0
2.0,17650.0,1458.0,0.00805,301.67,837.0
2.0,18000.0,516.0,0.01,107.28,923.0
2.456,5021.0,1130.0,0.0152,217.93,1795.0
1.0,14000.0,2106.0,0.01,197.83,3394.0
3.8,14710.0,533.3,0.0104,306.15,337.0
2.0,13720.0,1001.0,0.0108,137.89,1546.0
3.0,20000.0,4100.0,0.01001,269.6,2156.0
2.5,1775.0,564.0,0.0131,40.54,1457.0
3.66,9980.0,5005.8,0.00811,301.2,1333.0
2.0,10010.0,6015.9,0.00811,210.66,3421.0
1.0,17650.0,2000.0,0.00801,297.57,1610.0
3.0,14020.0,754.4,0.00811,235.64,593.0
0.79,7850.0,995.0,0.008,164.02,2784.0
4.0,17650.0,1509.0,0.00803,301.67,516.0
0.393,2600.0,4782.0,0.008,121.22,8362.0
2.0,3658.0,341.0,0.01,58.05,995.0
1.57,12750.0,2690.0,0.008,129.93,3275.0
1.5,6963.0,610.0,0.00998,213.39,1523.0
1.0,9800.0,3353.0,0.00581,278.89,1845.0
0.778,17650.0,2222.0,0.00807,270.54,2510.0
2.5,2481.0,526.0,0.0131,40.55,1441.0
3.0,14000.0,332.0,0.01001,238.28,359.0
6.0,14710.0,2016.0,0.00787,198.86,683.0
2.0,9800.0,1493.0,0.00578,298.91,774.0
0.96,1912.0,401.0,0.0129,79.92,2437.0
1.5,3325.0,395.0,0.01,71.68,1495.0
0.6,588.0,285.0,0.00999,42.13,1991.0
2.08,1118.0,406.0,0.00776,107.42,744.0
1.15,265.0,196.0,0.0101,25.36,837.0
1.0,889.0,155.0,0.008,94.42,582.0
0.6,1010.0,490.0,0.00999,58.66,3417.0
2.23,12750.0,1608.0,0.008,167.41,1440.0
6.0,17850.0,1024.0,0.00778,236.51,360.0
1.75,1432.0,653.0,0.01,80.62,1532.0
1.524,12407.0,1624.5,0.0141,311.81,1192.4
3.8,14710.0,1338.9,0.0104,238.86,744.0
15.0,13720.0,2783.0,0.00805,299.9,245.0
5.182,6895.0,1328.9,0.00617,266.93,492.7
3.8,9810.0,4500.0,0.0074,281.67,1163.0
3.0,18000.0,789.0,0.01001,254.37,579.0
5.0,13720.0,4941.0,0.00585,280.49,992.0
3.0,17650.0,2787.0,0.0108,321.64,1159.0
3.8,14710.0,2218.0,0.0104,248.04,1058.0
0.6,2295.0,506.0,0.00999,66.91,3893.0
3.8,19620.0,1980.6,0.0104,184.52,1390.0
2.08,3217.0,398.0,0.00993,106.97,1059.0
5.37,13720.0,1026.0,0.0082,57.42,693.0
3.8,15700.0,997.2,0.0104,209.56,721.0
2.0,15990.0,1245.3,0.00811,247.26,998.0
2.0,14000.0,2097.0,0.01,201.0,2008.0
1.0,1147.0,1251.0,0.00607,57.89,2829.0
6.0,17950.0,998.0,0.00803,110.12,520.0
3.66,3010.0,1506.2,0.00811,224.42,866.0
4.019,4992.0,3020.0,0.0151,250.85,1647.0
1.84,5516.0,1359.5,0.0095,202.78,2044.44
1.0,2952.0,719.0,0.01,108.03,2995.0
1.0,11760.0,2014.0,0.00805,280.67,1744.0
1.57,17700.0,501.0,0.008,255.25,604.0
3.658,1732.0,2036.4,0.0134,187.12,1431.4
6.0,14710.0,1544.0,0.0151,260.17,664.0
0.799,7840.0,5013.0,0.00384,182.29,4000.0
1.0,17650.0,2000.0,0.00796,119.27,3920.0
3.0,12000.0,4030.1,0.00811,314.92,1045.0
1.0,15690.0,2733.0,0.0108,280.71,2919.0
0.6,1952.0,434.0,0.00999,50.69,3424.0
2.007,7030.0,4050.0,0.01146,264.34,2220.0
3.0,7840.0,1493.0,0.00578,119.86,1143.0
0.8,7850.0,3864.0,0.00384,260.12,2616.0
6.0,17850.0,1012.0,0.00778,289.32,280.0
1.0,13730.0,980.0,0.008,261.1,1430.0
1.0,15690.0,962.0,0.01105,280.71,1343.0
1.0,14000.0,1868.0,0.01,201.0,2994.0
2.007,7030.0,1012.0,0.00558,252.57,1010.0
1.008,6860.0,4000.0,0.00775,176.43,3900.0
2.6,17660.0,2025.0,0.0051,300.08,686.0
2.667,6895.0,1356.0,0.00617,235.18,983.9
1.0,7100.0,494.2,0.00785,65.19,2028.0
2.0,8000.0,474.0,0.01,95.04,1227.0
3.164,5021.0,3040.0,0.0151,265.19,1812.0
6.0,6860.0,1001.0,0.0078,235.22,430.0
3.0,17650.0,1996.0,0.00781,175.0,1424.0
2.44,12750.0,3185.0,0.008,240.81,1584.0
3.0,13930.0,2061.0,0.00781,113.74,1668.0
4.8,6903.0,2979.1,0.00598,278.1,643.4
1.57,12750.0,1595.0,0.008,169.5,1958.0
2.0,15690.0,3441.0,0.00578,321.57,1117.0
2.0,11760.0,1928.0,0.01,126.1,2473.0
1.57,9800.0,1590.0,0.008,178.58,2051.0
0.8,603.0,198.0,0.006,75.18,714.0
3.8,15700.0,2000.0,0.0104,299.83,721.0
1.5,5100.0,1757.7,0.00393,73.27,2122.0
1.0,3040.0,1123.0,0.00601,86.54,3038.0
2.5,3315.0,320.0,0.01,56.65,751.0
2.0,20000.0,284.0,0.01,98.57,570.0
1.84,8274.0,345.6,0.0095,258.89,684.64
1.5,7100.0,1938.2,0.00393,65.43,2244.0
1.57,4900.0,2190.0,0.008,133.48,3212.0
6.0,9900.0,1033.0,0.00778,206.04,410.0
1.57,7850.0,4011.0,0.008,230.83,2466.0
3.658,1773.0,2036.4,0.0134,187.17,1489.7
0.79,9800.0,1000.0,0.008,156.16,2567.0
1.65,9800.0,4017.0,0.0078,271.87,1860.0
2.0,12000.0,299.0,0.01,109.62,770.0
2.44,12750.0,3994.0,0.008,301.82,1225.0
2.0,8042.0,366.0,0.00998,87.16,1003.0
3.0,6963.0,1176.0,0.00998,134.9,1497.0
1.0,7840.0,5051.0,0.00581,260.22,2498.0
1.57,2940.0,2673.0,0.008,203.17,2828.0
1.44,298.0,300.0,0.012,61.0,1130.0
3.658,8646.0,2037.7,0.0134,275.57,1208.9
2.0,13720.0,665.0,0.01,96.06,1250.0
0.616,344.0,200.0,0.0123,88.67,1132.0
1.8,2992.0,2013.0,0.008,210.14,1950.0
0.3,101.3,97.1,0.006,10.2,1065.0
1.57,17700.0,4011.0,0.008,345.62,1578.0
1.34,7840.0,2200.0,0.00845,278.18,1884.0
3.0,6860.0,2000.0,0.00796,44.76,2159.0
0.78,14700.0,1597.0,0.008,290.87,1614.0
6.0,7850.0,500.0,0.0107,200.05,401.0
0.79,7850.0,3208.0,0.00607,238.95,2928.0
2.0,5880.0,2004.0,0.00795,200.47,2081.0
1.0,9800.0,1030.0,0.01,109.74,3151.0
3.0,17650.0,5019.0,0.00578,197.48,2384.0
3.178,4992.0,2220.0,0.0151,231.2,1895.0
0.864,7140.0,4050.0,0.01077,254.96,3220.0
1.0,13730.0,1999.0,0.008,90.65,4100.0
0.625,13790.0,5261.3,0.00574,92.16,8927.5
1.0,13720.0,365.0,0.01,101.08,1452.0
2.5,2324.0,315.0,0.01,54.48,758.0
1.0,6990.0,1252.1,0.00811,275.52,2311.0
3.0,9810.0,1009.0,0.00801,219.14,808.0
3.0,7010.0,2010.2,0.00811,276.68,1022.0
0.393,2020.0,4838.0,0.008,45.63,10548.0
3.658,8701.0,2034.4,0.0134,232.76,1478.4
2.0,17650.0,3335.0,0.00805,323.28,1430.0
3.0,3000.0,329.0,0.01001,128.62,599.0
2.75,2050.0,1068.0,0.0131,53.14,2023.0
2.0,17650.0,4764.0,0.00578,301.67,1921.0
3.0,16000.0,808.0,0.01001,323.8,404.0
2.0,10000.0,397.0,0.01,110.35,978.0
1.65,17650.0,1487.0,0.008,269.52,1186.0
0.78,9800.0,2217.0,0.008,115.92,4638.0
2.6,14710.0,5357.0,0.0077,321.16,1500.0
3.8,19620.0,2719.4,0.0104,252.51,1390.0
3.0,10000.0,2000.0,0.00782,253.59,1018.0
1.0,9810.0,2002.8,0.0108,259.09,2382.0
1.008,13730.0,1000.0,0.00775,190.68,1760.0
7.0,17650.0,1502.0,0.0078,218.17,461.0
3.12,2295.0,582.0,0.00993,148.77,904.0
3.0,11760.0,498.0,0.0108,299.7,425.0
1.0,2893.0,272.0,0.01,48.82,1519.0
3.0,17650.0,496.0,0.00801,183.31,433.0
3.0,2010.0,1508.9,0.00811,202.49,1011.0
3.0,9800.0,622.0,0.01001,284.81,593.0
1.0,13730.0,973.0,0.008,311.91,1120.0
0.393,1980.0,4867.0,0.008,71.8,9500.0
0.5,11760.0,4444.0,0.00399,138.14,6832.0
6.0,9810.0,1002.0,0.00803,236.48,380.0
6.0,10100.0,1949.0,0.00779,161.23,770.0
1.75,3452.0,778.0,0.01,113.36,1999.0
3.178,5001.0,3040.0,0.0151,230.83,2120.0
3.0,9810.0,1003.0,0.00801,293.97,558.0
3.048,17891.9,3031.2,0.00932,334.16,1002.804
1.0,13720.0,1023.0,0.01,193.78,2072.0
7.0,17650.0,1933.0,0.0078,117.13,786.0
1.0,16000.0,1582.0,0.01,208.17,2630.0
1.0,13730.0,2000.0,0.00801,85.62,3980.0
1.57,7850.0,1023.0,0.008,284.15,1267.0
1.75,7058.0,6314.0,0.008,222.54,2996.0
6.0,9810.0,989.0,0.00803,279.94,300.0
1.0,13720.0,1309.0,0.01,123.7,3287.0
4.572,6964.0,650.9,0.01262,259.23,669.7
3.0,17650.0,1000.0,0.00801,171.06,750.0
1.0,110.0,61.0,0.008,27.13,246.0
0.5,3100.0,662.0,0.0024,34.66,1723.0
3.0,12000.0,407.0,0.01001,302.72,373.0
2.0,9800.0,1495.0,0.00795,198.8,1535.0
0.78,7850.0,1608.0,0.008,240.01,2790.0
2.0,8000.0,5962.0,0.01,229.58,2894.0
3.048,17891.9,1028.0,0.00932,316.57,465.621
1.0,306.0,99.0,0.008,26.96,440.0
1.0,11760.0,588.0,0.01,96.84,2106.0
3.0,15690.0,995.0,0.0108,321.57,519.0
2.74,6870.0,2616.7,0.0126,268.45,1693.0
0.25,9800.0,1504.0,0.00782,139.08,6687.0
4.0,15690.0,3363.0,0.00803,321.57,807.0
0.99,9810.0,3999.0,0.008,191.67,4580.0
1.008,13530.0,500.0,0.00775,81.61,1450.0
2.08,3256.0,482.0,0.00776,105.12,948.0
0.5,3100.0,1567.0,0.0024,51.19,3553.0
1.0,15690.0,2011.0,0.0108,260.3,2469.0
4.0,15690.0,1010.0,0.01075,97.48,932.0
1.75,2971.0,717.0,0.0131,45.67,2445.0
1.008,6860.0,2000.0,0.00775,152.16,3310.0
1.5,2775.0,264.0,0.01,50.82,1017.0
6.0,14710.0,2993.0,0.00787,98.48,1294.0
1.84,13790.0,4662.9,0.0095,203.33,4073.11
3.0,9800.0,1395.0,0.01001,207.54,1210.0
3.0,17650.0,2000.0,0.00801,169.9,1368.0
3.0,2363.0,727.0,0.0131,43.22,1500.0
6.0,13720.0,1010.0,0.01075,299.91,314.0
3.0,13730.0,1009.0,0.00801,202.91,727.0
0.79,7850.0,3208.0,0.00607,183.32,3822.0
2.54,7850.0,1595.0,0.008,154.04,1646.0
1.0,9990.0,2024.7,0.00811,300.93,1802.0
1.25,3481.0,332.0,0.01,55.98,1524.0
1.44,294.0,200.0,0.012,67.0,838.0
3.0,7000.0,781.0,0.01001,187.63,1082.0
2.44,1060.0,4091.0,0.0157,78.0,4980.0
3.0,5880.0,1493.0,0.00578,119.37,1202.0
3.0,9810.0,2000.0,0.00782,150.19,1520.0
2.0,20000.0,649.0,0.01,181.2,829.0
6.0,17650.0,519.0,0.0151,239.66,377.0
1.0,9810.0,2000.0,0.00801,179.6,2980.0
2.0,14000.0,482.0,0.01,103.18,1023.0
0.5,304.0,101.0,0.006,43.48,577.0
3.0,12000.0,2549.0,0.01001,228.75,1439.0
3.0,15690.0,4997.0,0.00578,280.71,1615.0
0.991,8616.0,1620.4,0.0141,261.0,2526.8
1.6,9800.0,2679.0,0.008,205.08,2266.0
3.0,13730.0,1000.0,0.00801,214.32,699.0
0.79,12750.0,2199.0,0.00607,290.66,1689.0
2.44,14700.0,2173.0,0.008,168.28,1717.0
1.0,6860.0,2000.0,0.00801,100.99,3830.0
0.393,1040.0,4780.0,0.008,64.79,8758.0
0.96,1608.0,305.0,0.0129,66.46,2038.0
6.0,17650.0,1076.0,0.00778,150.5,490.0
3.0,17650.0,544.0,0.01001,336.07,288.0
3.0,6860.0,3335.0,0.00578,119.03,2000.0
4.0,9800.0,1499.0,0.00585,179.5,698.0
2.0,13720.0,411.0,0.01,104.66,875.0
1.0,4021.0,424.0,0.01,46.45,2282.0
2.0,5880.0,985.0,0.00795,139.39,1686.0
0.99,9810.0,1007.0,0.008,298.81,1330.0
1.8,13790.0,678.0,0.0105,246.98,883.0
1.0,17650.0,3330.0,0.00805,322.14,2198.0
0.79,12750.0,4965.0,0.00607,280.53,3147.0
0.68,101.3,52.4,0.006,29.9,280.0
2.5,1677.0,1584.0,0.01,138.77,1760.0
3.0,9800.0,4997.0,0.00578,299.79,1239.0
6.0,13830.0,1035.0,0.00778,262.32,310.0
3.203,6945.0,2979.1,0.00598,223.25,1196.2
1.15,314.0,607.0,0.0101,32.89,1762.0
2.44,9800.0,1590.0,0.008,218.16,1280.0
1.73,6870.0,2116.7,0.00951,159.72,2730.0
0.96,2618.0,1742.0,0.00996,122.1,4253.0
3.658,6898.0,3814.4,0.0126,227.28,2007.1
0.6,265.0,199.0,0.0101,37.08,1400.0
1.524,11029.0,2031.3,0.0141,297.58,1448.0
0.96,1549.0,776.0,0.00996,74.57,3137.0
2.0,14000.0,898.0,0.01,319.67,626.0
1.0,6860.0,1000.0,0.00801,119.03,2840.0
0.5,713.0,150.0,0.006,28.53,951.0
2.0,11760.0,985.0,0.00795,279.51,810.0
0.98,7093.0,3011.0,0.007,262.19,2952.0
3.66,6870.0,2483.3,0.0126,277.96,1270.0
0.601,5880.0,2103.0,0.00986,98.24,6370.0
3.0,17650.0,3335.0,0.00578,239.66,1390.0
3.0,6860.0,1997.0,0.00799,244.1,1215.0
2.25,2501.0,193.0,0.01,52.28,506.0
1.0,13720.0,2011.0,0.0108,280.1,2061.0
1.04,3148.0,325.0,0.00776,87.06,1330.0
10.94,13720.0,2030.0,0.00805,261.2,279.0
3.0,13720.0,2781.0,0.0108,319.89,835.0
1.5,2942.0,935.0,0.0131,45.06,3165.0
1.25,1402.0,211.0,0.01,42.99,993.0
1.0,14000.0,1241.0,0.01,206.17,2257.0
1.97,12750.0,1001.0,0.008,214.22,1029.0
1.0,13730.0,500.0,0.00801,243.93,1020.0
0.91,6895.0,5383.0,0.0128,250.1,3713.0
2.0,13720.0,2628.0,0.01,126.31,3256.0
1.04,1589.0,206.0,0.00993,139.07,986.0
2.0,17650.0,1511.0,0.0108,178.0,1814.0
0.61,127.0,161.4,0.0093,70.75,938.0
0.241,1000.0,5123.0,0.008,88.04,8996.0
1.84,5516.0,488.7,0.0095,91.67,1321.95
1.25,3501.0,696.0,0.01,112.61,2495.0
3.0,17550.0,4008.0,0.00801,239.62,2100.0
3.0,6860.0,1000.0,0.00801,247.23,833.0
3.0,14710.0,1999.0,0.00787,178.31,1267.0
6.0,14710.0,1885.0,0.0151,301.14,664.0
10.94,9800.0,2016.0,0.00805,177.4,420.0
1.219,192.0,299.7,0.0093,69.77,865.0
1.6,14700.0,3191.0,0.008,209.12,2739.0
6.0,17700.0,3223.0,0.011,322.17,813.0
1.84,13790.0,1332.5,0.0095,203.89,1444.99
3.0,11760.0,375.0,0.01001,300.77,366.0
3.658,3485.0,2040.8,0.0134,180.98,1831.2
2.0,17650.0,2787.0,0.00795,137.3,2860.0
5.37,14710.0,2357.0,0.0082,198.86,862.0
2.0,7840.0,2004.0,0.00795,159.04,2198.0
5.03,14700.0,2709.0,0.008,324.09,494.0
1.0,8826.0,322.0,0.00998,112.9,1436.0
2.0,11760.0,2815.0,0.00795,259.3,1442.0
0.6,107.0,59.0,0.008,31.36,361.0
4.0,17650.0,1499.0,0.00585,341.87,268.0
1.93,10343.0,5438.0,0.0128,239.02,3533.0
6.0,13730.0,999.0,0.00803,260.07,300.0
1.829,10343.0,3398.1,0.0113,251.45,2056.8
5.03,9800.0,1001.0,0.008,263.88,400.0
3.0,17550.0,2001.0,0.00803,268.65,1052.0
1.0,7100.0,1949.5,0.00785,78.13,4223.0
2.51,2940.0,996.0,0.008,203.17,1090.0
1.04,1461.0,241.0,0.00776,79.48,979.0
1.57,12750.0,2195.0,0.008,260.1,1553.0
2.0,14000.0,2405.0,0.01,127.45,2976.0
2.0,7840.0,985.0,0.00795,259.21,1139.0
3.0,7000.0,4089.0,0.01001,266.22,1758.0
3.0,15690.0,3335.0,0.00578,321.57,768.0
3.0,13720.0,2800.0,0.01001,315.02,907.0
1.93,8274.0,2779.8,0.0128,279.52,1722.4
0.78,4900.0,2706.0,0.008,151.49,4596.0
3.0,2010.0,401.0,0.0131,34.33,985.0
1.0,14710.0,1499.0,0.00581,178.31,2011.0
0.393,1510.0,4802.0,0.008,61.33,9258.0
0.56,5168.0,2888.0,0.007,240.07,4307.0
2.0,5880.0,1095.0,0.0108,260.28,1558.0
0.6,2305.0,521.0,0.00999,69.55,3900.0
5.03,14700.0,2687.0,0.008,253.01,823.0
3.178,4972.0,3800.0,0.0151,249.45,2095.0
1.0,5100.0,1142.5,0.00601,66.09,3272.0
0.799,9800.0,5013.0,0.00384,219.26,3400.0
3.0,15690.0,1511.0,0.0108,260.71,898.0
0.785,14710.0,1603.0,0.00807,229.55,2300.0
7.0,17650.0,2772.0,0.0078,238.79,756.0
5.34,9800.0,1010.0,0.0082,77.99,735.0
3.8,17660.0,922.2,0.0104,164.18,744.0
0.78,4900.0,3961.0,0.008,208.16,3856.0
0.243,500.0,4938.0,0.008,71.58,7795.0
3.178,4992.0,3860.0,0.0151,213.41,2309.0
5.03,9800.0,2682.0,0.008,270.88,701.0
6.0,9800.0,1003.0,0.011,148.22,666.0
1.0,13730.0,2008.0,0.00799,295.77,1660.0
1.0,14000.0,2103.0,0.01,217.32,3092.0
4.0,11760.0,5003.0,0.00585,279.51,1140.0
6.0,14700.0,1562.0,0.011,290.87,442.0
5.296,4040.0,668.0,0.015,180.09,793.0
4.0,7840.0,4972.0,0.00585,119.86,2067.0
3.0,17650.0,500.0,0.00801,175.0,462.0
1.57,12750.0,2201.0,0.008,148.06,2593.0
2.0,18000.0,1759.0,0.01,152.56,2200.0
1.0,16000.0,688.0,0.01,105.87,2302.0
3.66,16010.0,253.6,0.00811,247.0,185.0
1.0,110.0,175.0,0.006,28.81,464.0
4.0,12010.0,2504.6,0.00811,315.31,560.0
1.0,17650.0,4000.0,0.00796,200.66,5170.0
1.0,14710.0,1514.0,0.0108,220.33,2315.0
0.914,6895.0,4122.2,0.00617,240.28,3232.8
1.0,2059.0,803.0,0.00607,53.63,2282.0
1.0,8000.0,2268.0,0.01,100.29,5062.0
2.0,13720.0,2004.0,0.00795,179.38,1825.0
4.966,13720.0,810.0,0.01,236.13,455.0
6.0,4970.0,2020.2,0.00798,164.1,874.0
4.019,6433.0,1490.0,0.0151,269.39,1017.0
1.57,9800.0,1007.0,0.008,158.26,1639.0
3.0,17650.0,1493.0,0.00578,177.08,807.0
6.0,11760.0,989.0,0.0082,123.02,528.0
3.8,19620.0,1200.0,0.0104,252.51,697.0
1.0,11760.0,2745.0,0.0108,217.43,3733.0
3.49,4900.0,2004.0,0.008,90.61,1748.0
3.0,20000.0,1521.0,0.01001,346.58,579.0
1.0,1275.0,432.0,0.01,69.17,1985.0
4.0,16010.0,1000.1,0.00811,337.59,280.0
0.98,10234.0,2319.0,0.007,303.33,1281.0
1.65,9810.0,3444.4,0.00782,286.97,1570.0
3.658,3871.0,1998.8,0.0134,227.79,1510.2
2.511,7030.0,4212.5,0.00545,224.2,1690.5
6.0,19610.0,1537.0,0.01075,301.73,481.0
0.792,7840.0,2199.0,0.00607,192.51,3161.0
1.0,9810.0,2000.0,0.00796,97.94,3800.0
1.93,5171.0,2658.0,0.0128,252.78,2401.0
1.0,10000.0,2524.9,0.00811,301.36,1801.0
1.0,17650.0,4000.0,0.00796,181.23,5620.0
1.0,7840.0,3353.0,0.00581,259.62,2408.0
1.0,13720.0,2748.0,0.0108,238.72,3413.0
2.5,6963.0,809.0,0.00998,123.35,1490.0
1.0,16000.0,832.0,0.01,112.31,2520.0
2.0,16000.0,1168.0,0.01,335.33,629.0
2.0,11760.0,2094.0,0.01,308.76,972.0
1.0,6860.0,1000.0,0.00801,190.76,2470.0
2.0,13720.0,2004.0,0.00795,219.33,1593.0
1.0,11760.0,2736.0,0.0108,260.33,2655.0
6.0,14710.0,992.0,0.01075,321.16,260.0
3.0,18000.0,488.0,0.01001,256.69,411.0
1.0,6963.0,638.0,0.00998,176.03,2350.0
2.0,6990.0,2002.6,0.00811,275.91,1432.0
4.0,4990.0,1251.1,0.00811,164.16,996.0
4.966,10000.0,5474.0,0.01,291.49,1396.0
3.0,7000.0,632.0,0.01001,185.14,952.0
3.8,19620.0,1088.9,0.0104,219.64,755.0
3.0,9900.0,1996.0,0.00781,292.88,791.0
2.0,13720.0,3441.0,0.00578,158.07,2360.0
1.65,11760.0,4534.0,0.0079,280.09,1965.0
2.0,7000.0,2118.0,0.01,137.46,2701.0
1.73,6870.0,4111.1,0.00951,228.69,2485.0
2.25,2697.0,290.0,0.0131,30.65,995.0
0.25,7840.0,2013.0,0.00782,158.11,6838.0
3.66,6870.0,2750.0,0.00921,242.95,1325.0
0.8,511.0,249.0,0.006,69.56,843.0
2.0,10000.0,870.0,0.01,109.16,1677.0
2.0,7840.0,1493.0,0.00578,259.62,1095.0
3.0,19610.0,2002.0,0.0108,259.99,1245.0
1.0,13720.0,2561.0,0.01,203.05,3799.0
1.0,2059.0,615.0,0.01,51.95,2807.0
0.56,10234.0,2409.0,0.007,307.09,2109.0
1.0,13730.0,2007.0,0.008,263.15,2040.0
1.524,11029.0,1017.0,0.0141,301.5,1258.7
1.0,3285.0,366.0,0.01,55.35,1990.0
2.0,17650.0,1861.0,0.01,147.92,2334.0
1.0,3040.0,784.0,0.00607,49.49,2495.0
1.5,6865.0,2595.0,0.00998,214.7,2468.0
1.04,2971.0,723.0,0.00394,54.29,1510.0
6.0,15690.0,1499.0,0.00585,302.32,267.0
0.79,9800.0,5004.0,0.00607,259.82,3087.0
1.0,6860.0,1996.0,0.0108,100.04,4489.0
2.456,5011.0,3890.0,0.0152,215.26,2381.0
1.93,10343.0,5315.5,0.0128,284.95,2208.2
4.0,12000.0,2012.0,0.00811,314.43,486.0
3.0,17650.0,1005.0,0.00803,127.35,905.0
1.829,10349.0,2016.4,0.0113,284.05,1353.3
3.66,16020.0,4011.9,0.00811,247.09,1690.0
0.8,901.0,151.0,0.006,90.5,598.0
5.0,14710.0,1010.0,0.01075,261.21,471.0
1.0,14000.0,315.0,0.01,98.64,1383.0
4.966,16000.0,608.0,0.01,249.47,338.0
3.66,4980.0,4984.1,0.00811,164.24,2506.0
3.8,14710.0,3444.4,0.0104,254.77,1489.0
4.966,13720.0,1514.0,0.01,230.5,690.0
1.008,7060.0,4000.0,0.00775,138.17,4890.0
1.0,17650.0,1514.0,0.0108,259.2,1910.0
0.79,7850.0,5004.0,0.00607,209.63,4240.0
2.0,18000.0,1254.8,0.00811,346.91,481.0
7.0,17650.0,1933.0,0.0078,301.67,381.0
6.0,13990.0,4014.6,0.00798,327.47,650.0
3.49,17660.0,999.0,0.008,322.21,336.0
5.37,13720.0,2357.0,0.0082,209.1,824.0
2.0,14710.0,4944.0,0.00578,178.31,3148.0
1.0,15690.0,3353.0,0.00581,322.54,1731.0
2.0,17650.0,1458.0,0.00805,280.98,933.0
1.04,1912.0,209.0,0.00993,101.1,1047.0
0.78,7850.0,3972.0,0.008,209.63,4208.0
6.0,12030.0,751.4,0.00798,223.78,300.0
3.8,17650.0,2250.0,0.0104,118.08,1860.0
0.96,1285.0,1198.0,0.00996,114.25,3460.0
5.03,17700.0,1620.0,0.008,208.8,666.0
1.0,1128.0,587.0,0.00601,61.88,1785.0
2.0,4021.0,2544.0,0.00998,153.4,2956.0
3.0,13730.0,4008.0,0.00801,225.35,2000.0
4.0,15690.0,1509.0,0.00803,301.41,479.0
1.44,304.0,300.0,0.012,110.0,1025.0
1.57,7840.0,2706.0,0.00802,246.01,2110.0
2.6,14710.0,4500.0,0.0077,264.49,1872.0
0.76,6895.0,1437.0,0.0106,133.61,4259.0
1.75,834.0,839.0,0.01,88.29,1521.0
0.35,1420.0,2673.8,0.01,46.0,8170.0
1.0,8000.0,1720.0,0.01,95.52,4304.0
3.66,18000.0,1511.1,0.00811,347.27,334.0
1.25,3099.0,1465.0,0.01,124.73,3318.0
6.0,4990.0,4011.3,0.00798,163.46,1366.0
2.0,13720.0,1963.0,0.01,325.17,840.0
0.96,1157.0,431.0,0.0129,85.51,2413.0
3.0,3000.0,389.0,0.01001,128.85,686.0
2.0,3040.0,3002.5,0.00811,133.89,3248.0
1.57,7850.0,4011.0,0.008,240.01,2357.0
5.34,17650.0,2283.0,0.0082,341.87,415.0
6.0,13720.0,999.0,0.00803,270.38,274.0
2.75,1667.0,702.0,0.0131,43.21,1460.0
3.0,16000.0,903.0,0.01001,245.64,678.0
0.79,2940.0,995.0,0.008,75.88,3752.0
5.37,14710.0,2336.0,0.0082,219.22,793.0
3.8,17650.0,5742.0,0.0074,244.82,2058.0
1.93,7030.0,1349.0,0.0128,184.57,2271.0
2.0,4021.0,1019.0,0.01,36.62,2476.0
0.6,2589.0,423.0,0.00999,56.24,3435.0
2.25,530.0,206.0,0.01,48.53,516.0
1.0,17650.0,4000.0,0.00796,160.81,5900.0
2.0,2305.0,426.0,0.0131,34.61,1465.0
0.5,504.0,201.0,0.006,29.57,1118.0
1.2,294.0,400.0,0.012,32.0,1775.0
4.966,10000.0,2465.0,0.01,291.31,714.0
3.0,7840.0,1493.0,0.00578,97.76,1211.0
3.8,9810.0,2561.1,0.0074,202.49,1175.0
2.0,16000.0,893.0,0.01,126.1,1385.0
0.864,7070.0,1025.0,0.01077,248.24,2730.0
1.5,6963.0,1662.0,0.00998,114.83,3024.0
2.0,9800.0,2804.0,0.00795,138.13,2686.0
1.75,2157.0,298.0,0.01,63.88,982.0
2.5,775.0,244.0,0.01,42.61,533.0
2.0,3364.0,612.0,0.0131,45.14,2004.0
4.018,5001.0,2240.0,0.0151,229.65,1604.0
3.66,19990.0,2495.0,0.00811,353.62,545.0
3.8,17650.0,1744.0,0.0074,262.32,697.0
1.0,7840.0,1996.0,0.0108,158.11,3675.0
1.57,14700.0,3978.0,0.008,290.87,2269.0
1.84,5516.0,3989.3,0.0095,203.33,2934.15
2.0,11760.0,1493.0,0.00578,218.54,1095.0
2.0,13720.0,315.0,0.01,178.92,611.0
2.0,19610.0,672.0,0.01,178.64,836.0
0.6,1079.0,1366.0,0.00999,100.32,4520.0
3.66,16030.0,2007.4,0.00811,247.38,890.0
