m.1,kPa,kg m-2s-1,Â°C,m,kW m-2
0.5,11760,2004,300.77,0.00805,2232
1.57,17700,501,203.85,0.008,716
2,14000,3217,325.28,0.01,1196
1.65,17650,2673,276.4,0.0077,1756
3,14000,4701,316.91,0.01001,1457
3,5000,4000.1,164.07,0.00811,2560
0.565,11760,1001,240.45,0.008,2396
2.402,6950,2190.9,216.1,0.00598,1341.9
1.57,7850,3267,270.11,0.008,1999
1,17650,1005,260.24,0.00805,1302
4.572,6964,691.6,216.48,0.01262,749.5
0.79,12750,2718,230.69,0.00607,2994
4,13720,1499,78.09,0.00585,844
10.94,6860,1008,219.9,0.00805,292
3,7944,1023,97.03,0.00998,1479
0.79,14700,1604,321.25,0.00607,1120
6,9990,4997.5,210.47,0.00798,1465
1.93,8274,1898,280.28,0.0129,1631
5.34,19610,2294,291.28,0.0082,674
1.93,5171,3796.8,250.93,0.0128,2640.4
5.8,13720,1007,259.16,0.0108,416
2,8000,2106,152.67,0.01,2529
3,7840,3335,98.72,0.00578,2032
1,6860,500,250.14,0.00801,1470
1,13730,2000,287.7,0.00801,1520
1.727,6964,2088.2,175.59,0.00953,2620.8
1.73,6870,2030.6,274.89,0.00951,1988
1,1089,1000,116.61,0.01,2995
2.007,7140,4050,278.73,0.01146,2160
2,13990,5060.1,326.58,0.00811,1599
1.57,7850,4979,287.13,0.008,2011
2,8000,775,116.92,0.01,1721
1.5,5001,857,104.48,0.00998,2477
2.44,14700,2173,228.59,0.008,1352
1.359,7000,1012,250.19,0.00558,1550
4,15690,1499,280.71,0.00585,422
6,10000,1920,295.86,0.00771,340
3,16030,1256.1,337.31,0.00811,401
3,11760,1465,259.3,0.00803,787
10.94,9800,2722,281,0.00805,397
3.66,9960,1504.9,211.51,0.00811,910
4.966,9800,708,289.49,0.01,395
3.178,4992,1110,216.9,0.0151,1511
1,13720,552,98.69,0.01,1872
0.5,7840,4444,99.67,0.00399,7240
2,13720,1452,260.19,0.00805,1046
3,12000,1609,225.7,0.01001,1120
2.08,1500,540,137.82,0.00993,1177
4.966,5000,4997,165.45,0.01,2268
1,15690,3353,280.71,0.00581,2427
2,18000,786,111.1,0.01,1286
2.007,6960,2025,224.94,0.00935,2160
3,9810,1000,214.07,0.00801,816
3.66,6870,2480.6,253.55,0.0126,1488
2,13720,985,98.69,0.00795,1395
1,9810,1919,274.9,0.008,2020
3,13730,4000,317.87,0.00801,1127
2,7000,799,192.16,0.01,1570
1.93,7030,3810,249.27,0.0128,2310
4.966,12000,806,305.17,0.01,295
0.96,2785,916,108.75,0.00996,3546
2.6,14710,2255,125.64,0.0077,1918
2.08,1893,299,160.61,0.00993,739
0.98,6992,3523,275.16,0.007,2761
3.8,9800,2240,168.46,0.0104,1500
0.79,14700,2209,238.78,0.00607,2451
3.8,11760,609,167.58,0.0104,709
3,5982,974,97.93,0.00998,1482
1,13720,598,98.69,0.01,2013
1,4021,1884,38.54,0.01,5146
2,11760,1493,137.2,0.00578,1376
2,9800,3441,219.26,0.00578,1789
2.5,2746,815,50.19,0.0131,2021
6.05,7850,1603,166.1,0.008,700
1,7840,962,179.32,0.01105,2630
0.68,101.3,93.1,27.5,0.006,438
3,16000,1165,243.72,0.01001,811
3,9800,986,299.79,0.0108,680
1.93,6895,1369.6,225.08,0.0128,2031.6
1.57,14710,1601,280.73,0.00802,1110
3.49,14710,2004,334.54,0.008,460
3.658,6964,2793.4,216.48,0.00922,1532.8
3.66,10000,502.9,210.56,0.00811,472
1.84,15169,4040.6,257.22,0.0095,2792.18
2,12000,6064,314.27,0.01,1965
0.5,5100,1192,49.8,0.0024,3100
4.017,4992,2360,182.36,0.0151,1963
4.005,6977,1124.9,231.6,0.00598,552
0.386,450,300,107.9,0.0048,1530
1.73,6870,3972.2,261.07,0.00925,2410
2,5000,551.3,163.84,0.00811,1130
3.8,14710,905.6,175.08,0.0104,744
3,14710,1519,260.17,0.00787,766
1.57,9800,996,250.75,0.008,1247
1,14020,1503.8,327.51,0.00811,1133
1.9,9800,3305,253.65,0.0068,1744
1,923,61,96.32,0.012,340
1,7840,5051,200.61,0.00581,3763
3,6770,1059,94.17,0.00781,1361
3,17650,3319,322.14,0.00803,1110
1,9810,2018,183.71,0.008,3100
3.66,10010,1253.9,210.88,0.00811,800
2.5,1011,1003,92.1,0.008,1177
1,5001,2300,57.93,0.00393,3630
3,19610,995,281.86,0.0108,617
0.5,411,199,28.51,0.006,1124
1,17650,2014,322.14,0.00805,1465
3,10030,1511.5,301.24,0.00811,651
2.2,14710,2035,299.68,0.0078,1011
3.658,6893,4285,164.85,0.0102,2306
6,9800,1573,219.26,0.011,677
0.5,306,98,50.41,0.01,991
1.57,9800,2239,259.82,0.008,1690
0.79,9800,3198,188.63,0.00607,3802
1,11760,598,104,0.01,2235
3.12,1510,256,128.3,0.00776,348
4.966,7000,3068,266.22,0.01,1055
1.57,12750,3202,320.44,0.008,1108
0.5,201,100,37.77,0.008,664
3,15690,3319,301.41,0.00803,1174
10.94,6860,1508,241.1,0.00805,363
2,17650,517,171.99,0.01,772
3,13720,2803,260.19,0.00803,1139
1,13730,2000,245.84,0.00801,1950
6,13730,1002,224.47,0.00803,360
4.966,15690,627,326,0.01,245
3.8,17650,1253,241.81,0.0104,697
2,18000,1679,153.97,0.01,2102
1,15690,2002,198.66,0.0108,3227
2.54,17700,3994,313.01,0.008,1556
2,17650,1526,260.24,0.0108,1283
1,7944,468,125.05,0.00998,1962
5,6860,4982,179.4,0.00585,1360
2,892,173,40.62,0.01,519
1,17650,1514,280.98,0.0108,1680
1.008,13730,1000,88.5,0.00775,2350
4,7850,1008.3,240.01,0.0107,799
2,3070,615,44.11,0.0131,2004
2.6,11760,2971,218.54,0.0077,1488
1.04,1481,206,141.39,0.00993,988
1.57,17700,996,204.75,0.008,1166
1,17650,2000,95.14,0.00801,3860
6,13720,773,158.07,0.0151,640
0.96,3070,291,65.42,0.0129,2020
1,17650,500,136.36,0.008,1270
5.34,19610,2010,342.82,0.0082,395
2,5880,2004,99.43,0.00795,2779
1.219,197,299.7,87.75,0.0093,865
3,13720,3313,281.66,0.00803,1161
4.966,14000,330,314.43,0.01,169
3,19610,2002,280.86,0.0108,1135
0.78,14700,1005,301.07,0.008,1217
6,17980,4999.9,255.87,0.00798,1461
2,15690,2009,280.71,0.00805,1209
2,13720,1001,240.86,0.0108,1088
5,11760,2039,238.96,0.01075,848
2,15690,3566,335.13,0.01,1396
1.84,15169,2648.7,315.56,0.0095,1227.3
0.625,13720,5250,245.97,0.00574,5046
4,9800,3308,138.13,0.00585,1387
2,13720,2501,126.78,0.01,3088
5.03,14700,1609,221.35,0.008,605
1.57,17700,1631,228.36,0.008,1524
1.93,6895,3824,273.79,0.0128,2066
0.78,7850,1587,249.03,0.008,2673
1,517,61,45.16,0.01,339
1.5,2226,612,41.72,0.0131,2560
3,14710,3335,158.13,0.00578,1704
0.79,17700,2699,326.22,0.00607,1683
5.37,11760,1510,117.09,0.0082,842
3,13730,501,310.03,0.00801,286
3,7850,1511.1,219.98,0.0108,1362
2.44,17700,3961,333.17,0.008,1340
6,14710,2757,336.42,0.0082,381
6,9800,977,168.46,0.011,628
3.12,2687,852,56.06,0.00394,648
2,17650,2782,219.73,0.00795,2163
0.65,7840,1112,260.63,0.0085,2715
3,9800,986,278.89,0.0108,751
1.002,17550,501,244.78,0.00801,880
1,6860,501,222.08,0.008,1660
3,13630,1997,131.87,0.00803,1539
6,13730,4008,272.46,0.0078,920
3,6963,780,209.85,0.00998,1005
0.616,687,100,125.08,0.0123,812.6
0.79,9800,2708,168.46,0.00607,3809
6,17650,1018,239.66,0.0151,573
0.78,9800,1603,107.84,0.008,4103
3.048,18029.8,1036.2,276.86,0.00932,598.341
3.49,14830,2004,222.46,0.008,981
0.79,7850,995,133.9,0.008,2882
1.57,14710,2195,248.89,0.00802,1700
3,6860,4000,256.3,0.00796,1440
6,13720,2020,280.49,0.01075,564
0.625,13790,5261.3,223.89,0.00574,5930.6
3,17650,2000,194.52,0.00801,1297
3.658,1704,2040.8,146.12,0.0134,1837.8
1,9710,2018,300.84,0.008,1740
2,6860,2769,260.16,0.0108,2000
2,12000,604,178.56,0.01,1062
0.96,1853,204,49.54,0.0129,1422
3,9900,1003,204.03,0.00801,842
2.25,3011,721,48.89,0.0131,1996
0.79,7850,5013,273.05,0.00607,2584
3.658,5168,2068.8,222.76,0.0134,1576.4
3,13730,2028,299.98,0.008,741
1.008,17650,1000,134.23,0.00775,1970
3,6963,1585,188.57,0.00998,1506
4.018,5011,1190,187.02,0.0151,1381
1.829,119,119.3,94.1,0.0093,338
1,6860,2002,164.23,0.00799,3320
1,16020,1000.1,337.11,0.00811,837
0.5,7840,993,159.04,0.00792,3977
2.6,14710,6079,305.27,0.0077,1930
2,13720,546,138.83,0.0108,1018
1.93,8274,2780,279.52,0.0128,1719
4,15690,1519,138.16,0.01075,1181
2,14700,5006,332.68,0.008,1582
3.8,14710,786.1,259.14,0.0104,500
4.966,12000,5664,225.48,0.01,1863
3.49,12750,1001,97.82,0.008,880
4,17650,2749,302.22,0.01075,1076
2.08,804,943,59.03,0.00394,782
4.966,12000,365,227.67,0.01,288
1.75,775,157,42.61,0.01,521
0.864,7050,1012,250.93,0.00558,2260
1,10000,1947,129.07,0.01,4170
0.56,6789,3430,254.52,0.007,3776
3,13730,3950,254.05,0.00795,1688
4.572,6964,2657.8,246.9,0.01262,1322.4
3,9810,2000,175.47,0.00796,1440
1,7840,1499,158.58,0.00581,2670
1,7840,1996,180.24,0.0108,3465
2.456,5041,2950,224.63,0.0152,2279
3,17650,4741,254.59,0.01001,2657
2,12000,469,107,0.01,1047
1.5,1687,126,40.48,0.01,510
1,9800,5051,240.44,0.00581,3233
4.877,6893,1274.6,94.72,0.0102,1274.5
0.78,7850,2206,215.82,0.008,3216
5.8,11760,1514,289.25,0.0108,430
1,13337,4096.8,256.26,0.008,3646.5
0.78,9800,2217,219.26,0.008,3038
3,6860,504,236.08,0.00801,542
10.94,17650,1511,138.4,0.00805,396
5.03,9800,2720,262.87,0.008,734
1,6963,734,207.19,0.00998,2350
3,16000,6907,244.57,0.01001,3535
0.914,6895,5383.3,250.31,0.0128,3722.4
2,12000,3007.3,224.17,0.00811,1983
0.78,7850,2679,234.05,0.008,3160
1,9810,1998,155.33,0.008,3320
6,12750,3158,280.53,0.011,823
0.25,13720,1990,260.19,0.00782,4148
1.04,1677,1021,60.52,0.00394,1774
3,13730,2000,243.93,0.00801,950
1.84,8274,992.3,91.11,0.0095,2072.84
6,17700,2989,322.17,0.011,802
4.966,9800,4277,290.97,0.01,1150
6,9800,3711,299.79,0.011,879
1.57,4900,3185,199.93,0.008,3022
5.34,17650,1010,137.3,0.0082,547
2,10000,781,106.3,0.01,1567
2,7840,1439,138.25,0.00795,1953
2,5000,6219,178.76,0.01,3581
6,13720,1026,239.79,0.0151,605
1.5,6963,2557,141.48,0.00998,3479
3,14710,1999,321.16,0.00787,582
4.005,6941,2198.8,214.02,0.00598,819.6
3.66,14000,2497.6,236.12,0.00811,1054
1.65,299,100,29.99,0.006,196
1,16010,4008.8,338.13,0.00811,1972
0.79,9800,2660,289.86,0.00607,2007
4.966,11760,644,221.62,0.01,410
1.359,7000,4050,276.97,0.01146,2460
1,6860,4000,235.22,0.00801,2810
6,14710,2767,276.59,0.0082,660
2.007,7030,4050,254.83,0.00558,1850
4.991,7060,674,234.56,0.015,739
1.93,6895,3593.4,69.65,0.0128,5110.5
2,19610,867,174.01,0.01,1045
2,6767,1445,101.99,0.00998,2495
3.8,17660,3472.2,131.72,0.0074,2035
2,12750,4990,270.26,0.008,2208
0.991,11029,2034,301.5,0.0141,1798.1
4,13990,500.6,236.69,0.00811,341
2,9800,4997,157.32,0.00578,2892
0.96,1736,210,52.53,0.0129,1459
2.25,2775,193,50.34,0.01,508
3.8,17660,1744.4,261.99,0.0074,697
3.49,12750,999,193.8,0.008,692
6,7000,1503.6,185.36,0.00798,687
1.803,13790,950.2,288.89,0.01046,883.4
0.5,7840,2019,98.72,0.00792,6245
2.08,1373,592,119.83,0.00776,975
3.66,18000,751.1,257.52,0.00811,410
0.79,12750,4946,248.87,0.00607,3922
0.6,265,201,40.91,0.0101,1414
5.34,17650,1505,301.67,0.0082,395
1,17650,1000,110.21,0.00801,2060
1,15690,3353,260.3,0.00581,2759
3.66,9990,4013.7,301.1,0.00811,1093
1.55,9800,3984,249.71,0.00384,1622
1,15690,2773,260.3,0.00805,2849
5.37,11760,1510,106.86,0.0082,866
0.25,14710,1018,197.73,0.00782,4356
0.6,1147,631,72.7,0.00999,3849
2,10000,4420,226.61,0.01,2755
1.829,136,162.7,90.88,0.0093,406
2.75,2638,978,51.85,0.0131,2029
5.37,14710,2010,239.72,0.0082,659
5.34,11760,1989,309.77,0.0082,394
6,6860,1010,180.08,0.01075,693
3.66,5010,2504.6,163.75,0.00811,1622
3,9800,2595,208.43,0.01001,1597
3,7160,2001,229.95,0.00803,1247
1,10000,1519,118.18,0.01,3862
1,14000,1242,205.05,0.01,2258
2,13720,4997,179.38,0.00578,3027
1.6,14700,3945,261.33,0.008,2534
3.048,13824,4135.1,309.53,0.00932,1262.569
1,15690,2002,117.53,0.0108,4175
0.5,281,149,51.29,0.008,1010
1,421,139,39.22,0.01,793
6,13720,1531,260.19,0.01075,528
1,13720,1526,279.51,0.0108,1752
1.5,6963,1771,193.99,0.00998,2488
2.5,2980,991,166.63,0.008,1281
0.79,7850,2199,201.61,0.00607,3061
0.393,180,4752,32.59,0.008,7030
1,13337,4057.7,221.58,0.008,4511.3
2.438,119,119.3,92.92,0.0093,239
2.438,112,92.2,62.09,0.0093,202
2,7840,985,280.09,0.00795,1023
1.93,5171,1898.4,226.26,0.0128,2451.1
2,13720,3441,218.22,0.00578,1825
1.97,2940,1595,158.9,0.008,2116
3,13720,2002,198.99,0.0108,1467
4,19610,5013,259.99,0.00585,1536
3,6860,1000,233.09,0.00801,865
3,13730,1997,158.16,0.00803,1418
0.91,10343,2807,173.55,0.00622,3868
2,11760,361,101.86,0.01,869
6,14710,775,280.73,0.0151,422
3,7000,2428,264.03,0.01001,1345
2,18000,1271,149.51,0.01,1683
4,7850,1008.3,260.12,0.0107,745
6,17650,1999,234.67,0.00803,660
4.547,6895,2698.4,251.34,0.00617,835
5.34,19610,1010,217.75,0.0082,441
3,19610,1518,346.7,0.01001,579
2,9800,2647,280.43,0.00578,1159
2,17650,3534,345.57,0.01,1396
3,18000,4168,336.37,0.01001,1420
3,13720,1169,313.52,0.01001,567
6,15970,4017.4,246.67,0.00798,1143
3,13730,500,90.65,0.00801,628
2.6,11760,2422,197.1,0.0077,1488
2.6,14710,1750,282.88,0.0077,791
1.7,9810,2000,283,0.0078,1338
3,6860,997,196.62,0.00803,1025
1,17650,2000,126.17,0.00801,3530
5.34,17650,1973,341.87,0.0082,346
3.05,6870,4000,256.41,0.00925,1710
3.658,6688,5844.4,172.31,0.0094,2254.9
1.25,1648,557,79.67,0.01,2023
2,14000,1442,116.53,0.01,2046
2,9800,3441,259.82,0.00578,1508
3,11990,753.3,223.65,0.00811,637
1.7,14710,1991,291.89,0.00775,1116
2.007,7140,2025,210.3,0.00558,1560
3,6860,1995,192.57,0.008,1475
6,19610,3349,178.18,0.00585,971
1.25,2089,510,78.57,0.01,2018
2.44,14700,2179,256.15,0.008,1259
5.34,19610,1500,281.86,0.0082,481
2,17650,1458,301.67,0.00805,837
2,18000,516,107.28,0.01,923
2.456,5021,1130,217.93,0.0152,1795
1,14000,2106,197.83,0.01,3394
3.8,14710,533.3,306.15,0.0104,337
2,13720,1001,137.89,0.0108,1546
3,20000,4100,269.6,0.01001,2156
2.5,1775,564,40.54,0.0131,1457
3.66,9980,5005.8,301.2,0.00811,1333
2,10010,6015.9,210.66,0.00811,3421
1,17650,2000,297.57,0.00801,1610
3,14020,754.4,235.64,0.00811,593
0.79,7850,995,164.02,0.008,2784
4,17650,1509,301.67,0.00803,516
0.393,2600,4782,121.22,0.008,8362
2,3658,341,58.05,0.01,995
1.57,12750,2690,129.93,0.008,3275
1.5,6963,610,213.39,0.00998,1523
1,9800,3353,278.89,0.00581,1845
0.778,17650,2222,270.54,0.00807,2510
2.5,2481,526,40.55,0.0131,1441
3,14000,332,238.28,0.01001,359
6,14710,2016,198.86,0.00787,683
2,9800,1493,298.91,0.00578,774
0.96,1912,401,79.92,0.0129,2437
1.5,3325,395,71.68,0.01,1495
0.6,588,285,42.13,0.00999,1991
2.08,1118,406,107.42,0.00776,744
1.15,265,196,25.36,0.0101,837
1,889,155,94.42,0.008,582
0.6,1010,490,58.66,0.00999,3417
2.23,12750,1608,167.41,0.008,1440
6,17850,1024,236.51,0.00778,360
1.75,1432,653,80.62,0.01,1532
1.524,12407,1624.5,311.81,0.0141,1192.4
3.8,14710,1338.9,238.86,0.0104,744
15,13720,2783,299.9,0.00805,245
5.182,6895,1328.9,266.93,0.00617,492.7
3.8,9810,4500,281.67,0.0074,1163
3,18000,789,254.37,0.01001,579
5,13720,4941,280.49,0.00585,992
3,17650,2787,321.64,0.0108,1159
3.8,14710,2218,248.04,0.0104,1058
0.6,2295,506,66.91,0.00999,3893
3.8,19620,1980.6,184.52,0.0104,1390
2.08,3217,398,106.97,0.00993,1059
5.37,13720,1026,57.42,0.0082,693
3.8,15700,997.2,209.56,0.0104,721
2,15990,1245.3,247.26,0.00811,998
2,14000,2097,201,0.01,2008
1,1147,1251,57.89,0.00607,2829
6,17950,998,110.12,0.00803,520
3.66,3010,1506.2,224.42,0.00811,866
4.019,4992,3020,250.85,0.0151,1647
1.84,5516,1359.5,202.78,0.0095,2044.44
1,2952,719,108.03,0.01,2995
1,11760,2014,280.67,0.00805,1744
1.57,17700,501,255.25,0.008,604
3.658,1732,2036.4,187.12,0.0134,1431.4
6,14710,1544,260.17,0.0151,664
0.799,7840,5013,182.29,0.00384,4000
1,17650,2000,119.27,0.00796,3920
3,12000,4030.1,314.92,0.00811,1045
1,15690,2733,280.71,0.0108,2919
0.6,1952,434,50.69,0.00999,3424
2.007,7030,4050,264.34,0.01146,2220
3,7840,1493,119.86,0.00578,1143
0.8,7850,3864,260.12,0.00384,2616
6,17850,1012,289.32,0.00778,280
1,13730,980,261.1,0.008,1430
1,15690,962,280.71,0.01105,1343
1,14000,1868,201,0.01,2994
2.007,7030,1012,252.57,0.00558,1010
1.008,6860,4000,176.43,0.00775,3900
2.6,17660,2025,300.08,0.0051,686
2.667,6895,1356,235.18,0.00617,983.9
1,7100,494.2,65.19,0.00785,2028
2,8000,474,95.04,0.01,1227
3.164,5021,3040,265.19,0.0151,1812
6,6860,1001,235.22,0.0078,430
3,17650,1996,175,0.00781,1424
2.44,12750,3185,240.81,0.008,1584
3,13930,2061,113.74,0.00781,1668
4.8,6903,2979.1,278.1,0.00598,643.4
1.57,12750,1595,169.5,0.008,1958
2,15690,3441,321.57,0.00578,1117
2,11760,1928,126.1,0.01,2473
1.57,9800,1590,178.58,0.008,2051
0.8,603,198,75.18,0.006,714
3.8,15700,2000,299.83,0.0104,721
1.5,5100,1757.7,73.27,0.00393,2122
1,3040,1123,86.54,0.00601,3038
2.5,3315,320,56.65,0.01,751
2,20000,284,98.57,0.01,570
1.84,8274,345.6,258.89,0.0095,684.64
1.5,7100,1938.2,65.43,0.00393,2244
1.57,4900,2190,133.48,0.008,3212
6,9900,1033,206.04,0.00778,410
1.57,7850,4011,230.83,0.008,2466
3.658,1773,2036.4,187.17,0.0134,1489.7
0.79,9800,1000,156.16,0.008,2567
1.65,9800,4017,271.87,0.0078,1860
2,12000,299,109.62,0.01,770
2.44,12750,3994,301.82,0.008,1225
2,8042,366,87.16,0.00998,1003
3,6963,1176,134.9,0.00998,1497
1,7840,5051,260.22,0.00581,2498
1.57,2940,2673,203.17,0.008,2828
1.44,298,300,61,0.012,1130
3.658,8646,2037.7,275.57,0.0134,1208.9
2,13720,665,96.06,0.01,1250
0.616,344,200,88.67,0.0123,1132
1.8,2992,2013,210.14,0.008,1950
0.3,101.3,97.1,10.2,0.006,1065
1.57,17700,4011,345.62,0.008,1578
1.34,7840,2200,278.18,0.00845,1884
3,6860,2000,44.76,0.00796,2159
0.78,14700,1597,290.87,0.008,1614
6,7850,500,200.05,0.0107,401
0.79,7850,3208,238.95,0.00607,2928
2,5880,2004,200.47,0.00795,2081
1,9800,1030,109.74,0.01,3151
3,17650,5019,197.48,0.00578,2384
3.178,4992,2220,231.2,0.0151,1895
0.864,7140,4050,254.96,0.01077,3220
1,13730,1999,90.65,0.008,4100
0.625,13790,5261.3,92.16,0.00574,8927.5
1,13720,365,101.08,0.01,1452
2.5,2324,315,54.48,0.01,758
1,6990,1252.1,275.52,0.00811,2311
3,9810,1009,219.14,0.00801,808
3,7010,2010.2,276.68,0.00811,1022
0.393,2020,4838,45.63,0.008,10548
3.658,8701,2034.4,232.76,0.0134,1478.4
2,17650,3335,323.28,0.00805,1430
3,3000,329,128.62,0.01001,599
2.75,2050,1068,53.14,0.0131,2023
2,17650,4764,301.67,0.00578,1921
3,16000,808,323.8,0.01001,404
2,10000,397,110.35,0.01,978
1.65,17650,1487,269.52,0.008,1186
0.78,9800,2217,115.92,0.008,4638
2.6,14710,5357,321.16,0.0077,1500
3.8,19620,2719.4,252.51,0.0104,1390
3,10000,2000,253.59,0.00782,1018
1,9810,2002.8,259.09,0.0108,2382
1.008,13730,1000,190.68,0.00775,1760
7,17650,1502,218.17,0.0078,461
3.12,2295,582,148.77,0.00993,904
3,11760,498,299.7,0.0108,425
1,2893,272,48.82,0.01,1519
3,17650,496,183.31,0.00801,433
3,2010,1508.9,202.49,0.00811,1011
3,9800,622,284.81,0.01001,593
1,13730,973,311.91,0.008,1120
0.393,1980,4867,71.8,0.008,9500
0.5,11760,4444,138.14,0.00399,6832
6,9810,1002,236.48,0.00803,380
6,10100,1949,161.23,0.00779,770
1.75,3452,778,113.36,0.01,1999
3.178,5001,3040,230.83,0.0151,2120
3,9810,1003,293.97,0.00801,558
3.048,17891.9,3031.2,334.16,0.00932,1002.804
1,13720,1023,193.78,0.01,2072
7,17650,1933,117.13,0.0078,786
1,16000,1582,208.17,0.01,2630
1,13730,2000,85.62,0.00801,3980
1.57,7850,1023,284.15,0.008,1267
1.75,7058,6314,222.54,0.008,2996
6,9810,989,279.94,0.00803,300
1,13720,1309,123.7,0.01,3287
4.572,6964,650.9,259.23,0.01262,669.7
3,17650,1000,171.06,0.00801,750
1,110,61,27.13,0.008,246
0.5,3100,662,34.66,0.0024,1723
3,12000,407,302.72,0.01001,373
2,9800,1495,198.8,0.00795,1535
0.78,7850,1608,240.01,0.008,2790
2,8000,5962,229.58,0.01,2894
3.048,17891.9,1028,316.57,0.00932,465.621
1,306,99,26.96,0.008,440
1,11760,588,96.84,0.01,2106
3,15690,995,321.57,0.0108,519
2.74,6870,2616.7,268.45,0.0126,1693
0.25,9800,1504,139.08,0.00782,6687
4,15690,3363,321.57,0.00803,807
0.99,9810,3999,191.67,0.008,4580
1.008,13530,500,81.61,0.00775,1450
2.08,3256,482,105.12,0.00776,948
0.5,3100,1567,51.19,0.0024,3553
1,15690,2011,260.3,0.0108,2469
4,15690,1010,97.48,0.01075,932
1.75,2971,717,45.67,0.0131,2445
1.008,6860,2000,152.16,0.00775,3310
1.5,2775,264,50.82,0.01,1017
6,14710,2993,98.48,0.00787,1294
1.84,13790,4662.9,203.33,0.0095,4073.11
3,9800,1395,207.54,0.01001,1210
3,17650,2000,169.9,0.00801,1368
3,2363,727,43.22,0.0131,1500
6,13720,1010,299.91,0.01075,314
3,13730,1009,202.91,0.00801,727
0.79,7850,3208,183.32,0.00607,3822
2.54,7850,1595,154.04,0.008,1646
1,9990,2024.7,300.93,0.00811,1802
1.25,3481,332,55.98,0.01,1524
1.44,294,200,67,0.012,838
3,7000,781,187.63,0.01001,1082
2.44,1060,4091,78,0.0157,4980
3,5880,1493,119.37,0.00578,1202
3,9810,2000,150.19,0.00782,1520
2,20000,649,181.2,0.01,829
6,17650,519,239.66,0.0151,377
1,9810,2000,179.6,0.00801,2980
2,14000,482,103.18,0.01,1023
0.5,304,101,43.48,0.006,577
3,12000,2549,228.75,0.01001,1439
3,15690,4997,280.71,0.00578,1615
0.991,8616,1620.4,261,0.0141,2526.8
1.6,9800,2679,205.08,0.008,2266
3,13730,1000,214.32,0.00801,699
0.79,12750,2199,290.66,0.00607,1689
2.44,14700,2173,168.28,0.008,1717
1,6860,2000,100.99,0.00801,3830
0.393,1040,4780,64.79,0.008,8758
0.96,1608,305,66.46,0.0129,2038
6,17650,1076,150.5,0.00778,490
3,17650,544,336.07,0.01001,288
3,6860,3335,119.03,0.00578,2000
4,9800,1499,179.5,0.00585,698
2,13720,411,104.66,0.01,875
1,4021,424,46.45,0.01,2282
2,5880,985,139.39,0.00795,1686
0.99,9810,1007,298.81,0.008,1330
1.8,13790,678,246.98,0.0105,883
1,17650,3330,322.14,0.00805,2198
0.79,12750,4965,280.53,0.00607,3147
0.68,101.3,52.4,29.9,0.006,280
2.5,1677,1584,138.77,0.01,1760
3,9800,4997,299.79,0.00578,1239
6,13830,1035,262.32,0.00778,310
3.203,6945,2979.1,223.25,0.00598,1196.2
1.15,314,607,32.89,0.0101,1762
2.44,9800,1590,218.16,0.008,1280
1.73,6870,2116.7,159.72,0.00951,2730
0.96,2618,1742,122.1,0.00996,4253
3.658,6898,3814.4,227.28,0.0126,2007.1
0.6,265,199,37.08,0.0101,1400
1.524,11029,2031.3,297.58,0.0141,1448
0.96,1549,776,74.57,0.00996,3137
2,14000,898,319.67,0.01,626
1,6860,1000,119.03,0.00801,2840
0.5,713,150,28.53,0.006,951
2,11760,985,279.51,0.00795,810
0.98,7093,3011,262.19,0.007,2952
3.66,6870,2483.3,277.96,0.0126,1270
0.601,5880,2103,98.24,0.00986,6370
3,17650,3335,239.66,0.00578,1390
3,6860,1997,244.1,0.00799,1215
2.25,2501,193,52.28,0.01,506
1,13720,2011,280.1,0.0108,2061
1.04,3148,325,87.06,0.00776,1330
10.94,13720,2030,261.2,0.00805,279
3,13720,2781,319.89,0.0108,835
1.5,2942,935,45.06,0.0131,3165
1.25,1402,211,42.99,0.01,993
1,14000,1241,206.17,0.01,2257
1.97,12750,1001,214.22,0.008,1029
1,13730,500,243.93,0.00801,1020
0.91,6895,5383,250.1,0.0128,3713
2,13720,2628,126.31,0.01,3256
1.04,1589,206,139.07,0.00993,986
2,17650,1511,178,0.0108,1814
0.61,127,161.4,70.75,0.0093,938
0.241,1000,5123,88.04,0.008,8996
1.84,5516,488.7,91.67,0.0095,1321.95
1.25,3501,696,112.61,0.01,2495
3,17550,4008,239.62,0.00801,2100
3,6860,1000,247.23,0.00801,833
3,14710,1999,178.31,0.00787,1267
6,14710,1885,301.14,0.0151,664
10.94,9800,2016,177.4,0.00805,420
1.219,192,299.7,69.77,0.0093,865
1.6,14700,3191,209.12,0.008,2739
6,17700,3223,322.17,0.011,813
1.84,13790,1332.5,203.89,0.0095,1444.99
3,11760,375,300.77,0.01001,366
3.658,3485,2040.8,180.98,0.0134,1831.2
2,17650,2787,137.3,0.00795,2860
5.37,14710,2357,198.86,0.0082,862
2,7840,2004,159.04,0.00795,2198
5.03,14700,2709,324.09,0.008,494
1,8826,322,112.9,0.00998,1436
2,11760,2815,259.3,0.00795,1442
0.6,107,59,31.36,0.008,361
4,17650,1499,341.87,0.00585,268
1.93,10343,5438,239.02,0.0128,3533
6,13730,999,260.07,0.00803,300
1.829,10343,3398.1,251.45,0.0113,2056.8
5.03,9800,1001,263.88,0.008,400
3,17550,2001,268.65,0.00803,1052
1,7100,1949.5,78.13,0.00785,4223
2.51,2940,996,203.17,0.008,1090
1.04,1461,241,79.48,0.00776,979
