d,p,t,l,m,c
0.0077,14710.0,125.64,2.6,2255.0,1918.0
0.00993,1893.0,160.61,2.08,299.0,739.0
0.007,6992.0,275.16,0.98,3523.0,2761.0
0.0104,9800.0,168.46,3.8,2240.0,1500.0
0.00607,14700.0,238.78,0.79,2209.0,2451.0
0.0104,11760.0,167.58,3.8,609.0,709.0
0.00998,5982.0,97.93,3.0,974.0,1482.0
0.01,13720.0,98.69,1.0,598.0,2013.0
0.01,4021.0,38.54,1.0,1884.0,5146.0
0.00578,11760.0,137.2,2.0,1493.0,1376.0
0.00578,9800.0,219.26,2.0,3441.0,1789.0
0.0131,2746.0,50.19,2.5,815.0,2021.0
0.008,7850.0,166.1,6.05,1603.0,700.0
0.01105,7840.0,179.32,1.0,962.0,2630.0
0.006,101.3,27.5,0.68,93.1,438.0
0.01001,16000.0,243.72,3.0,1165.0,811.0
0.0108,9800.0,299.79,3.0,986.0,680.0
0.0128,6895.0,225.08,1.93,1369.6,2031.6
0.00802,14710.0,280.73,1.57,1601.0,1110.0
0.008,14710.0,334.54,3.49,2004.0,460.0
0.00922,6964.0,216.48,3.658,2793.4,1532.8
0.00811,10000.0,210.56,3.66,502.9,472.0
0.0095,15169.0,257.22,1.84,4040.6,2792.18
0.01,12000.0,314.27,2.0,6064.0,1965.0
0.0024,5100.0,49.8,0.5,1192.0,3100.0
0.0151,4992.0,182.36,4.017,2360.0,1963.0
0.00598,6977.0,231.6,4.005,1124.9,552.0
0.0048,450.0,107.9,0.386,300.0,1530.0
0.00925,6870.0,261.07,1.73,3972.2,2410.0
0.00811,5000.0,163.84,2.0,551.3,1130.0
0.0104,14710.0,175.08,3.8,905.6,744.0
0.00787,14710.0,260.17,3.0,1519.0,766.0
0.008,9800.0,250.75,1.57,996.0,1247.0
0.00811,14020.0,327.51,1.0,1503.8,1133.0
0.0068,9800.0,253.65,1.9,3305.0,1744.0
0.012,923.0,96.32,1.0,61.0,340.0
0.00581,7840.0,200.61,1.0,5051.0,3763.0
0.00781,6770.0,94.17,3.0,1059.0,1361.0
0.00803,17650.0,322.14,3.0,3319.0,1110.0
0.008,9810.0,183.71,1.0,2018.0,3100.0
0.00811,10010.0,210.88,3.66,1253.9,800.0
0.008,1011.0,92.1,2.5,1003.0,1177.0
0.00393,5001.0,57.93,1.0,2300.0,3630.0
0.0108,19610.0,281.86,3.0,995.0,617.0
0.006,411.0,28.51,0.5,199.0,1124.0
0.00805,17650.0,322.14,1.0,2014.0,1465.0
0.00811,10030.0,301.24,3.0,1511.5,651.0
0.0078,14710.0,299.68,2.2,2035.0,1011.0
0.0102,6893.0,164.85,3.658,4285.0,2306.0
0.011,9800.0,219.26,6.0,1573.0,677.0
0.01,306.0,50.41,0.5,98.0,991.0
0.008,9800.0,259.82,1.57,2239.0,1690.0
0.00607,9800.0,188.63,0.79,3198.0,3802.0
0.01,11760.0,104.0,1.0,598.0,2235.0
0.00776,1510.0,128.3,3.12,256.0,348.0
0.01,7000.0,266.22,4.966,3068.0,1055.0
0.008,12750.0,320.44,1.57,3202.0,1108.0
0.008,201.0,37.77,0.5,100.0,664.0
0.00803,15690.0,301.41,3.0,3319.0,1174.0
0.00805,6860.0,241.1,10.94,1508.0,363.0
0.01,17650.0,171.99,2.0,517.0,772.0
0.00803,13720.0,260.19,3.0,2803.0,1139.0
0.00801,13730.0,245.84,1.0,2000.0,1950.0
0.00803,13730.0,224.47,6.0,1002.0,360.0
0.01,15690.0,326.0,4.966,627.0,245.0
0.0104,17650.0,241.81,3.8,1253.0,697.0
0.01,18000.0,153.97,2.0,1679.0,2102.0
0.0108,15690.0,198.66,1.0,2002.0,3227.0
0.008,17700.0,313.01,2.54,3994.0,1556.0
0.0108,17650.0,260.24,2.0,1526.0,1283.0
0.00998,7944.0,125.05,1.0,468.0,1962.0
0.00585,6860.0,179.4,5.0,4982.0,1360.0
0.01,892.0,40.62,2.0,173.0,519.0
0.0108,17650.0,280.98,1.0,1514.0,1680.0
0.00775,13730.0,88.5,1.008,1000.0,2350.0
0.0107,7850.0,240.01,4.0,1008.3,799.0
0.0131,3070.0,44.11,2.0,615.0,2004.0
0.0077,11760.0,218.54,2.6,2971.0,1488.0
0.00993,1481.0,141.39,1.04,206.0,988.0
0.008,17700.0,204.75,1.57,996.0,1166.0
0.00801,17650.0,95.14,1.0,2000.0,3860.0
0.0151,13720.0,158.07,6.0,773.0,640.0
0.0129,3070.0,65.42,0.96,291.0,2020.0
0.008,17650.0,136.36,1.0,500.0,1270.0
0.0082,19610.0,342.82,5.34,2010.0,395.0
0.00795,5880.0,99.43,2.0,2004.0,2779.0
0.0093,197.0,87.75,1.219,299.7,865.0
0.00803,13720.0,281.66,3.0,3313.0,1161.0
0.01,14000.0,314.43,4.966,330.0,169.0
0.0108,19610.0,280.86,3.0,2002.0,1135.0
0.008,14700.0,301.07,0.78,1005.0,1217.0
0.00798,17980.0,255.87,6.0,4999.9,1461.0
0.00805,15690.0,280.71,2.0,2009.0,1209.0
0.0108,13720.0,240.86,2.0,1001.0,1088.0
0.01075,11760.0,238.96,5.0,2039.0,848.0
0.01,15690.0,335.13,2.0,3566.0,1396.0
0.0095,15169.0,315.56,1.84,2648.7,1227.3
0.00574,13720.0,245.97,0.625,5250.0,5046.0
0.00585,9800.0,138.13,4.0,3308.0,1387.0
0.01,13720.0,126.78,2.0,2501.0,3088.0
0.008,14700.0,221.35,5.03,1609.0,605.0
0.008,17700.0,228.36,1.57,1631.0,1524.0
0.0128,6895.0,273.79,1.93,3824.0,2066.0
0.008,7850.0,249.03,0.78,1587.0,2673.0
0.01,517.0,45.16,1.0,61.0,339.0
0.0131,2226.0,41.72,1.5,612.0,2560.0
0.00578,14710.0,158.13,3.0,3335.0,1704.0
0.00607,17700.0,326.22,0.79,2699.0,1683.0
0.0082,11760.0,117.09,5.37,1510.0,842.0
0.00801,13730.0,310.03,3.0,501.0,286.0
0.0108,7850.0,219.98,3.0,1511.1,1362.0
0.008,17700.0,333.17,2.44,3961.0,1340.0
0.0082,14710.0,336.42,6.0,2757.0,381.0
0.011,9800.0,168.46,6.0,977.0,628.0
0.00394,2687.0,56.06,3.12,852.0,648.0
0.00795,17650.0,219.73,2.0,2782.0,2163.0
0.0085,7840.0,260.63,0.65,1112.0,2715.0
0.0108,9800.0,278.89,3.0,986.0,751.0
0.00801,17550.0,244.78,1.002,501.0,880.0
0.008,6860.0,222.08,1.0,501.0,1660.0
0.00803,13630.0,131.87,3.0,1997.0,1539.0
0.0078,13730.0,272.46,6.0,4008.0,920.0
0.00998,6963.0,209.85,3.0,780.0,1005.0
0.0123,687.0,125.08,0.616,100.0,812.6
0.00607,9800.0,168.46,0.79,2708.0,3809.0
0.0151,17650.0,239.66,6.0,1018.0,573.0
0.008,9800.0,107.84,0.78,1603.0,4103.0
0.00932,18029.8,276.86,3.048,1036.2,598.341
0.008,14830.0,222.46,3.49,2004.0,981.0
0.008,7850.0,133.9,0.79,995.0,2882.0
0.00802,14710.0,248.89,1.57,2195.0,1700.0
0.00796,6860.0,256.3,3.0,4000.0,1440.0
0.01075,13720.0,280.49,6.0,2020.0,564.0
0.00574,13790.0,223.89,0.625,5261.3,5930.6
0.00801,17650.0,194.52,3.0,2000.0,1297.0
0.0134,1704.0,146.12,3.658,2040.8,1837.8
0.008,9710.0,300.84,1.0,2018.0,1740.0
0.0108,6860.0,260.16,2.0,2769.0,2000.0
0.01,12000.0,178.56,2.0,604.0,1062.0
0.0129,1853.0,49.54,0.96,204.0,1422.0
0.00801,9900.0,204.03,3.0,1003.0,842.0
0.0131,3011.0,48.89,2.25,721.0,1996.0
0.00607,7850.0,273.05,0.79,5013.0,2584.0
0.0134,5168.0,222.76,3.658,2068.8,1576.4
0.008,13730.0,299.98,3.0,2028.0,741.0
0.00775,17650.0,134.23,1.008,1000.0,1970.0
0.00998,6963.0,188.57,3.0,1585.0,1506.0
0.0151,5011.0,187.02,4.018,1190.0,1381.0
0.0093,119.0,94.1,1.829,119.3,338.0
0.00799,6860.0,164.23,1.0,2002.0,3320.0
0.00811,16020.0,337.11,1.0,1000.1,837.0
0.00792,7840.0,159.04,0.5,993.0,3977.0
0.0077,14710.0,305.27,2.6,6079.0,1930.0
0.0108,13720.0,138.83,2.0,546.0,1018.0
0.0128,8274.0,279.52,1.93,2780.0,1719.0
0.01075,15690.0,138.16,4.0,1519.0,1181.0
0.008,14700.0,332.68,2.0,5006.0,1582.0
0.0104,14710.0,259.14,3.8,786.1,500.0
0.01,12000.0,225.48,4.966,5664.0,1863.0
0.008,12750.0,97.82,3.49,1001.0,880.0
0.01075,17650.0,302.22,4.0,2749.0,1076.0
0.00394,804.0,59.03,2.08,943.0,782.0
0.01,12000.0,227.67,4.966,365.0,288.0
0.01,775.0,42.61,1.75,157.0,521.0
0.00558,7050.0,250.93,0.864,1012.0,2260.0
0.01,10000.0,129.07,1.0,1947.0,4170.0
0.007,6789.0,254.52,0.56,3430.0,3776.0
0.00795,13730.0,254.05,3.0,3950.0,1688.0
0.01262,6964.0,246.9,4.572,2657.8,1322.4
0.00796,9810.0,175.47,3.0,2000.0,1440.0
0.00581,7840.0,158.58,1.0,1499.0,2670.0
0.0108,7840.0,180.24,1.0,1996.0,3465.0
0.0152,5041.0,224.63,2.456,2950.0,2279.0
0.01001,17650.0,254.59,3.0,4741.0,2657.0
0.01,12000.0,107.0,2.0,469.0,1047.0
0.01,1687.0,40.48,1.5,126.0,510.0
0.00581,9800.0,240.44,1.0,5051.0,3233.0
0.0102,6893.0,94.72,4.877,1274.6,1274.5
0.008,7850.0,215.82,0.78,2206.0,3216.0
0.0108,11760.0,289.25,5.8,1514.0,430.0
0.008,13337.0,256.26,1.0,4096.8,3646.5
0.008,9800.0,219.26,0.78,2217.0,3038.0
0.00801,6860.0,236.08,3.0,504.0,542.0
0.00805,17650.0,138.4,10.94,1511.0,396.0
0.008,9800.0,262.87,5.03,2720.0,734.0
0.00998,6963.0,207.19,1.0,734.0,2350.0
0.01001,16000.0,244.57,3.0,6907.0,3535.0
0.0128,6895.0,250.31,0.914,5383.3,3722.4
0.00811,12000.0,224.17,2.0,3007.3,1983.0
0.008,7850.0,234.05,0.78,2679.0,3160.0
0.008,9810.0,155.33,1.0,1998.0,3320.0
0.011,12750.0,280.53,6.0,3158.0,823.0
0.00782,13720.0,260.19,0.25,1990.0,4148.0
0.00394,1677.0,60.52,1.04,1021.0,1774.0
0.00801,13730.0,243.93,3.0,2000.0,950.0
0.0095,8274.0,91.11,1.84,992.3,2072.84
0.011,17700.0,322.17,6.0,2989.0,802.0
0.01,9800.0,290.97,4.966,4277.0,1150.0
0.011,9800.0,299.79,6.0,3711.0,879.0
0.008,4900.0,199.93,1.57,3185.0,3022.0
0.0082,17650.0,137.3,5.34,1010.0,547.0
0.01,10000.0,106.3,2.0,781.0,1567.0
0.00795,7840.0,138.25,2.0,1439.0,1953.0
0.01,5000.0,178.76,2.0,6219.0,3581.0
0.0151,13720.0,239.79,6.0,1026.0,605.0
0.00998,6963.0,141.48,1.5,2557.0,3479.0
0.00787,14710.0,321.16,3.0,1999.0,582.0
0.00598,6941.0,214.02,4.005,2198.8,819.6
0.00811,14000.0,236.12,3.66,2497.6,1054.0
0.006,299.0,29.99,1.65,100.0,196.0
0.00811,16010.0,338.13,1.0,4008.8,1972.0
0.00607,9800.0,289.86,0.79,2660.0,2007.0
0.01,11760.0,221.62,4.966,644.0,410.0
0.01146,7000.0,276.97,1.359,4050.0,2460.0
0.00801,6860.0,235.22,1.0,4000.0,2810.0
0.0082,14710.0,276.59,6.0,2767.0,660.0
0.00558,7030.0,254.83,2.007,4050.0,1850.0
0.015,7060.0,234.56,4.991,674.0,739.0
0.0128,6895.0,69.65,1.93,3593.4,5110.5
0.01,19610.0,174.01,2.0,867.0,1045.0
0.00998,6767.0,101.99,2.0,1445.0,2495.0
0.0074,17660.0,131.72,3.8,3472.2,2035.0
0.008,12750.0,270.26,2.0,4990.0,2208.0
0.0141,11029.0,301.5,0.991,2034.0,1798.1
0.00811,13990.0,236.69,4.0,500.6,341.0
0.00578,9800.0,157.32,2.0,4997.0,2892.0
0.0129,1736.0,52.53,0.96,210.0,1459.0
0.01,2775.0,50.34,2.25,193.0,508.0
0.0074,17660.0,261.99,3.8,1744.4,697.0
0.008,12750.0,193.8,3.49,999.0,692.0
0.00798,7000.0,185.36,6.0,1503.6,687.0
0.01046,13790.0,288.89,1.803,950.2,883.4
0.00792,7840.0,98.72,0.5,2019.0,6245.0
0.00776,1373.0,119.83,2.08,592.0,975.0
0.00811,18000.0,257.52,3.66,751.1,410.0
0.00607,12750.0,248.87,0.79,4946.0,3922.0
0.0101,265.0,40.91,0.6,201.0,1414.0
0.0082,17650.0,301.67,5.34,1505.0,395.0
0.00801,17650.0,110.21,1.0,1000.0,2060.0
0.00581,15690.0,260.3,1.0,3353.0,2759.0
0.00811,9990.0,301.1,3.66,4013.7,1093.0
0.00384,9800.0,249.71,1.55,3984.0,1622.0
0.00805,15690.0,260.3,1.0,2773.0,2849.0
0.0082,11760.0,106.86,5.37,1510.0,866.0
0.00782,14710.0,197.73,0.25,1018.0,4356.0
0.00999,1147.0,72.7,0.6,631.0,3849.0
0.01,10000.0,226.61,2.0,4420.0,2755.0
0.0093,136.0,90.88,1.829,162.7,406.0
0.0131,2638.0,51.85,2.75,978.0,2029.0
0.0082,14710.0,239.72,5.37,2010.0,659.0
0.0082,11760.0,309.77,5.34,1989.0,394.0
0.01075,6860.0,180.08,6.0,1010.0,693.0
0.00811,5010.0,163.75,3.66,2504.6,1622.0
0.01001,9800.0,208.43,3.0,2595.0,1597.0
0.00803,7160.0,229.95,3.0,2001.0,1247.0
0.01,10000.0,118.18,1.0,1519.0,3862.0
0.01,14000.0,205.05,1.0,1242.0,2258.0
0.00578,13720.0,179.38,2.0,4997.0,3027.0
0.008,14700.0,261.33,1.6,3945.0,2534.0
0.00932,13824.0,309.53,3.048,4135.1,1262.569
0.0108,15690.0,117.53,1.0,2002.0,4175.0
0.008,281.0,51.29,0.5,149.0,1010.0
0.01,421.0,39.22,1.0,139.0,793.0
0.01075,13720.0,260.19,6.0,1531.0,528.0
0.0108,13720.0,279.51,1.0,1526.0,1752.0
0.00998,6963.0,193.99,1.5,1771.0,2488.0
0.008,2980.0,166.63,2.5,991.0,1281.0
0.00607,7850.0,201.61,0.79,2199.0,3061.0
0.008,180.0,32.59,0.393,4752.0,7030.0
0.008,13337.0,221.58,1.0,4057.7,4511.3
0.0093,119.0,92.92,2.438,119.3,239.0
0.0093,112.0,62.09,2.438,92.2,202.0
0.00795,7840.0,280.09,2.0,985.0,1023.0
0.0128,5171.0,226.26,1.93,1898.4,2451.1
0.00578,13720.0,218.22,2.0,3441.0,1825.0
0.008,2940.0,158.9,1.97,1595.0,2116.0
0.0108,13720.0,198.99,3.0,2002.0,1467.0
0.00585,19610.0,259.99,4.0,5013.0,1536.0
0.00801,6860.0,233.09,3.0,1000.0,865.0
0.00803,13730.0,158.16,3.0,1997.0,1418.0
0.00622,10343.0,173.55,0.91,2807.0,3868.0
0.01,11760.0,101.86,2.0,361.0,869.0
0.0151,14710.0,280.73,6.0,775.0,422.0
0.01001,7000.0,264.03,3.0,2428.0,1345.0
0.01,18000.0,149.51,2.0,1271.0,1683.0
0.0107,7850.0,260.12,4.0,1008.3,745.0
0.00803,17650.0,234.67,6.0,1999.0,660.0
0.00617,6895.0,251.34,4.547,2698.4,835.0
0.0082,19610.0,217.75,5.34,1010.0,441.0
0.01001,19610.0,346.7,3.0,1518.0,579.0
0.00578,9800.0,280.43,2.0,2647.0,1159.0
0.01,17650.0,345.57,2.0,3534.0,1396.0
0.01001,18000.0,336.37,3.0,4168.0,1420.0
0.01001,13720.0,313.52,3.0,1169.0,567.0
0.00798,15970.0,246.67,6.0,4017.4,1143.0
0.00801,13730.0,90.65,3.0,500.0,628.0
0.0077,11760.0,197.1,2.6,2422.0,1488.0
0.0077,14710.0,282.88,2.6,1750.0,791.0
0.0078,9810.0,283.0,1.7,2000.0,1338.0
0.00803,6860.0,196.62,3.0,997.0,1025.0
0.00801,17650.0,126.17,1.0,2000.0,3530.0
0.0082,17650.0,341.87,5.34,1973.0,346.0
0.00925,6870.0,256.41,3.05,4000.0,1710.0
0.0094,6688.0,172.31,3.658,5844.4,2254.9
0.01,1648.0,79.67,1.25,557.0,2023.0
0.01,14000.0,116.53,2.0,1442.0,2046.0
0.00578,9800.0,259.82,2.0,3441.0,1508.0
0.00811,11990.0,223.65,3.0,753.3,637.0
0.00775,14710.0,291.89,1.7,1991.0,1116.0
0.00558,7140.0,210.3,2.007,2025.0,1560.0
0.008,6860.0,192.57,3.0,1995.0,1475.0
0.00585,19610.0,178.18,6.0,3349.0,971.0
0.01,2089.0,78.57,1.25,510.0,2018.0
0.008,14700.0,256.15,2.44,2179.0,1259.0
0.0082,19610.0,281.86,5.34,1500.0,481.0
0.00805,17650.0,301.67,2.0,1458.0,837.0
0.01,18000.0,107.28,2.0,516.0,923.0
0.0152,5021.0,217.93,2.456,1130.0,1795.0
0.01,14000.0,197.83,1.0,2106.0,3394.0
0.0104,14710.0,306.15,3.8,533.3,337.0
0.0108,13720.0,137.89,2.0,1001.0,1546.0
0.01001,20000.0,269.6,3.0,4100.0,2156.0
0.0131,1775.0,40.54,2.5,564.0,1457.0
0.00811,9980.0,301.2,3.66,5005.8,1333.0
0.00811,10010.0,210.66,2.0,6015.9,3421.0
0.00801,17650.0,297.57,1.0,2000.0,1610.0
0.00811,14020.0,235.64,3.0,754.4,593.0
0.008,7850.0,164.02,0.79,995.0,2784.0
0.00803,17650.0,301.67,4.0,1509.0,516.0
0.008,2600.0,121.22,0.393,4782.0,8362.0
0.01,3658.0,58.05,2.0,341.0,995.0
0.008,12750.0,129.93,1.57,2690.0,3275.0
0.00998,6963.0,213.39,1.5,610.0,1523.0
0.00581,9800.0,278.89,1.0,3353.0,1845.0
0.00807,17650.0,270.54,0.778,2222.0,2510.0
0.0131,2481.0,40.55,2.5,526.0,1441.0
0.01001,14000.0,238.28,3.0,332.0,359.0
0.00787,14710.0,198.86,6.0,2016.0,683.0
0.00578,9800.0,298.91,2.0,1493.0,774.0
0.0129,1912.0,79.92,0.96,401.0,2437.0
0.01,3325.0,71.68,1.5,395.0,1495.0
0.00999,588.0,42.13,0.6,285.0,1991.0
0.00776,1118.0,107.42,2.08,406.0,744.0
0.0101,265.0,25.36,1.15,196.0,837.0
0.008,889.0,94.42,1.0,155.0,582.0
0.00999,1010.0,58.66,0.6,490.0,3417.0
0.008,12750.0,167.41,2.23,1608.0,1440.0
0.00778,17850.0,236.51,6.0,1024.0,360.0
0.01,1432.0,80.62,1.75,653.0,1532.0
0.0141,12407.0,311.81,1.524,1624.5,1192.4
0.0104,14710.0,238.86,3.8,1338.9,744.0
0.00805,13720.0,299.9,15.0,2783.0,245.0
0.00617,6895.0,266.93,5.182,1328.9,492.7
0.0074,9810.0,281.67,3.8,4500.0,1163.0
0.01001,18000.0,254.37,3.0,789.0,579.0
0.00585,13720.0,280.49,5.0,4941.0,992.0
0.0108,17650.0,321.64,3.0,2787.0,1159.0
0.0104,14710.0,248.04,3.8,2218.0,1058.0
0.00999,2295.0,66.91,0.6,506.0,3893.0
0.0104,19620.0,184.52,3.8,1980.6,1390.0
0.00993,3217.0,106.97,2.08,398.0,1059.0
0.0082,13720.0,57.42,5.37,1026.0,693.0
0.0104,15700.0,209.56,3.8,997.2,721.0
0.00811,15990.0,247.26,2.0,1245.3,998.0
0.01,14000.0,201.0,2.0,2097.0,2008.0
0.00607,1147.0,57.89,1.0,1251.0,2829.0
0.00803,17950.0,110.12,6.0,998.0,520.0
0.00811,3010.0,224.42,3.66,1506.2,866.0
0.0151,4992.0,250.85,4.019,3020.0,1647.0
0.0095,5516.0,202.78,1.84,1359.5,2044.44
0.01,2952.0,108.03,1.0,719.0,2995.0
0.00805,11760.0,280.67,1.0,2014.0,1744.0
0.008,17700.0,255.25,1.57,501.0,604.0
0.0134,1732.0,187.12,3.658,2036.4,1431.4
0.0151,14710.0,260.17,6.0,1544.0,664.0
0.00384,7840.0,182.29,0.799,5013.0,4000.0
0.00796,17650.0,119.27,1.0,2000.0,3920.0
0.00811,12000.0,314.92,3.0,4030.1,1045.0
0.0108,15690.0,280.71,1.0,2733.0,2919.0
0.00999,1952.0,50.69,0.6,434.0,3424.0
0.01146,7030.0,264.34,2.007,4050.0,2220.0
0.00578,7840.0,119.86,3.0,1493.0,1143.0
0.00384,7850.0,260.12,0.8,3864.0,2616.0
0.00778,17850.0,289.32,6.0,1012.0,280.0
0.008,13730.0,261.1,1.0,980.0,1430.0
0.01105,15690.0,280.71,1.0,962.0,1343.0
0.01,14000.0,201.0,1.0,1868.0,2994.0
0.00558,7030.0,252.57,2.007,1012.0,1010.0
0.00775,6860.0,176.43,1.008,4000.0,3900.0
0.0051,17660.0,300.08,2.6,2025.0,686.0
0.00617,6895.0,235.18,2.667,1356.0,983.9
0.00785,7100.0,65.19,1.0,494.2,2028.0
0.01,8000.0,95.04,2.0,474.0,1227.0
0.0151,5021.0,265.19,3.164,3040.0,1812.0
0.0078,6860.0,235.22,6.0,1001.0,430.0
0.00781,17650.0,175.0,3.0,1996.0,1424.0
0.008,12750.0,240.81,2.44,3185.0,1584.0
0.00781,13930.0,113.74,3.0,2061.0,1668.0
0.00598,6903.0,278.1,4.8,2979.1,643.4
0.008,12750.0,169.5,1.57,1595.0,1958.0
0.00578,15690.0,321.57,2.0,3441.0,1117.0
0.01,11760.0,126.1,2.0,1928.0,2473.0
0.008,9800.0,178.58,1.57,1590.0,2051.0
0.006,603.0,75.18,0.8,198.0,714.0
0.0104,15700.0,299.83,3.8,2000.0,721.0
0.00393,5100.0,73.27,1.5,1757.7,2122.0
0.00601,3040.0,86.54,1.0,1123.0,3038.0
0.01,3315.0,56.65,2.5,320.0,751.0
0.01,20000.0,98.57,2.0,284.0,570.0
0.0095,8274.0,258.89,1.84,345.6,684.64
0.00393,7100.0,65.43,1.5,1938.2,2244.0
0.008,4900.0,133.48,1.57,2190.0,3212.0
0.00778,9900.0,206.04,6.0,1033.0,410.0
0.008,7850.0,230.83,1.57,4011.0,2466.0
0.0134,1773.0,187.17,3.658,2036.4,1489.7
0.008,9800.0,156.16,0.79,1000.0,2567.0
0.0078,9800.0,271.87,1.65,4017.0,1860.0
0.01,12000.0,109.62,2.0,299.0,770.0
0.008,12750.0,301.82,2.44,3994.0,1225.0
0.00998,8042.0,87.16,2.0,366.0,1003.0
0.00998,6963.0,134.9,3.0,1176.0,1497.0
0.00581,7840.0,260.22,1.0,5051.0,2498.0
0.008,2940.0,203.17,1.57,2673.0,2828.0
0.012,298.0,61.0,1.44,300.0,1130.0
0.0134,8646.0,275.57,3.658,2037.7,1208.9
0.01,13720.0,96.06,2.0,665.0,1250.0
0.0123,344.0,88.67,0.616,200.0,1132.0
0.008,2992.0,210.14,1.8,2013.0,1950.0
0.006,101.3,10.2,0.3,97.1,1065.0
0.008,17700.0,345.62,1.57,4011.0,1578.0
0.00845,7840.0,278.18,1.34,2200.0,1884.0
0.00796,6860.0,44.76,3.0,2000.0,2159.0
0.008,14700.0,290.87,0.78,1597.0,1614.0
0.0107,7850.0,200.05,6.0,500.0,401.0
0.00607,7850.0,238.95,0.79,3208.0,2928.0
0.00795,5880.0,200.47,2.0,2004.0,2081.0
0.01,9800.0,109.74,1.0,1030.0,3151.0
0.00578,17650.0,197.48,3.0,5019.0,2384.0
0.0151,4992.0,231.2,3.178,2220.0,1895.0
0.01077,7140.0,254.96,0.864,4050.0,3220.0
0.008,13730.0,90.65,1.0,1999.0,4100.0
0.00574,13790.0,92.16,0.625,5261.3,8927.5
0.01,13720.0,101.08,1.0,365.0,1452.0
0.01,2324.0,54.48,2.5,315.0,758.0
0.00811,6990.0,275.52,1.0,1252.1,2311.0
0.00801,9810.0,219.14,3.0,1009.0,808.0
0.00811,7010.0,276.68,3.0,2010.2,1022.0
0.008,2020.0,45.63,0.393,4838.0,10548.0
0.0134,8701.0,232.76,3.658,2034.4,1478.4
0.00805,17650.0,323.28,2.0,3335.0,1430.0
0.01001,3000.0,128.62,3.0,329.0,599.0
0.0131,2050.0,53.14,2.75,1068.0,2023.0
0.00578,17650.0,301.67,2.0,4764.0,1921.0
0.01001,16000.0,323.8,3.0,808.0,404.0
0.01,10000.0,110.35,2.0,397.0,978.0
0.008,17650.0,269.52,1.65,1487.0,1186.0
0.008,9800.0,115.92,0.78,2217.0,4638.0
0.0077,14710.0,321.16,2.6,5357.0,1500.0
0.0104,19620.0,252.51,3.8,2719.4,1390.0
0.00782,10000.0,253.59,3.0,2000.0,1018.0
0.0108,9810.0,259.09,1.0,2002.8,2382.0
0.00775,13730.0,190.68,1.008,1000.0,1760.0
0.0078,17650.0,218.17,7.0,1502.0,461.0
0.00993,2295.0,148.77,3.12,582.0,904.0
0.0108,11760.0,299.7,3.0,498.0,425.0
0.01,2893.0,48.82,1.0,272.0,1519.0
0.00801,17650.0,183.31,3.0,496.0,433.0
0.00811,2010.0,202.49,3.0,1508.9,1011.0
0.01001,9800.0,284.81,3.0,622.0,593.0
0.008,13730.0,311.91,1.0,973.0,1120.0
0.008,1980.0,71.8,0.393,4867.0,9500.0
0.00399,11760.0,138.14,0.5,4444.0,6832.0
0.00803,9810.0,236.48,6.0,1002.0,380.0
0.00779,10100.0,161.23,6.0,1949.0,770.0
0.01,3452.0,113.36,1.75,778.0,1999.0
0.0151,5001.0,230.83,3.178,3040.0,2120.0
0.00801,9810.0,293.97,3.0,1003.0,558.0
0.00932,17891.9,334.16,3.048,3031.2,1002.804
0.01,13720.0,193.78,1.0,1023.0,2072.0
0.0078,17650.0,117.13,7.0,1933.0,786.0
0.01,16000.0,208.17,1.0,1582.0,2630.0
0.00801,13730.0,85.62,1.0,2000.0,3980.0
0.008,7850.0,284.15,1.57,1023.0,1267.0
0.008,7058.0,222.54,1.75,6314.0,2996.0
0.00803,9810.0,279.94,6.0,989.0,300.0
0.01,13720.0,123.7,1.0,1309.0,3287.0
0.01262,6964.0,259.23,4.572,650.9,669.7
0.00801,17650.0,171.06,3.0,1000.0,750.0
0.008,110.0,27.13,1.0,61.0,246.0
0.0024,3100.0,34.66,0.5,662.0,1723.0
0.01001,12000.0,302.72,3.0,407.0,373.0
0.00795,9800.0,198.8,2.0,1495.0,1535.0
0.008,7850.0,240.01,0.78,1608.0,2790.0
0.01,8000.0,229.58,2.0,5962.0,2894.0
0.00932,17891.9,316.57,3.048,1028.0,465.621
0.008,306.0,26.96,1.0,99.0,440.0
0.01,11760.0,96.84,1.0,588.0,2106.0
0.0108,15690.0,321.57,3.0,995.0,519.0
0.0126,6870.0,268.45,2.74,2616.7,1693.0
0.00782,9800.0,139.08,0.25,1504.0,6687.0
0.00803,15690.0,321.57,4.0,3363.0,807.0
0.008,9810.0,191.67,0.99,3999.0,4580.0
0.00775,13530.0,81.61,1.008,500.0,1450.0
0.00776,3256.0,105.12,2.08,482.0,948.0
0.0024,3100.0,51.19,0.5,1567.0,3553.0
0.0108,15690.0,260.3,1.0,2011.0,2469.0
0.01075,15690.0,97.48,4.0,1010.0,932.0
0.0131,2971.0,45.67,1.75,717.0,2445.0
0.00775,6860.0,152.16,1.008,2000.0,3310.0
0.01,2775.0,50.82,1.5,264.0,1017.0
0.00787,14710.0,98.48,6.0,2993.0,1294.0
0.0095,13790.0,203.33,1.84,4662.9,4073.11
0.01001,9800.0,207.54,3.0,1395.0,1210.0
0.00801,17650.0,169.9,3.0,2000.0,1368.0
0.0131,2363.0,43.22,3.0,727.0,1500.0
0.01075,13720.0,299.91,6.0,1010.0,314.0
0.00801,13730.0,202.91,3.0,1009.0,727.0
