d,l,m,p,t,c
0.00601,1.0,1076.0,1128.0,66.18,2574.0
0.00795,2.0,1439.0,7840.0,260.22,1314.0
0.0093,2.438,119.3,119.0,78.16,239.0
0.00581,1.0,5030.0,11760.0,259.3,3008.0
0.01,4.966,1192.0,17650.0,335.2,304.0
0.0131,2.5,346.0,1814.0,31.88,1009.0
0.01001,3.0,2541.0,20000.0,347.5,864.0
0.0131,2.25,739.0,2766.0,48.95,2002.0
0.00811,4.0,1501.1,3000.0,133.78,1105.0
0.00581,1.0,1499.0,13720.0,239.79,1578.0
0.00585,4.0,3308.0,13720.0,198.99,1144.0
0.00811,3.0,500.9,9980.0,211.04,569.0
0.00607,0.79,4034.0,12750.0,270.26,2895.0
0.011,6.0,986.0,17700.0,219.08,447.0
0.00394,1.04,853.0,1294.0,47.41,1579.0
0.0129,0.96,311.0,1334.0,67.8,1985.0
0.01,4.966,687.0,13720.0,235.06,402.0
0.01105,1.0,962.0,14710.0,197.73,2134.0
0.01001,3.0,1561.0,15690.0,239.16,1046.0
0.00811,3.0,1019.6,6990.0,276.48,801.0
0.0131,1.75,334.0,2844.0,32.19,1455.0
0.00776,3.12,527.0,1520.0,169.75,556.0
0.0128,0.914,5383.0,7030.0,251.54,3713.0
0.00796,1.0,1000.0,6860.0,181.45,2340.0
0.01,0.35,1909.9,1700.0,19.5,8000.0
0.006,0.5,101.0,502.0,28.93,589.0
0.01,4.966,625.0,16000.0,245.85,349.0
0.00578,2.0,1493.0,14710.0,197.73,1088.0
0.0129,0.96,713.0,2824.0,126.36,3526.0
0.00792,0.5,2786.0,7840.0,98.72,6489.0
0.0085,1.8,1660.0,9800.0,300.85,1221.0
0.008,1.8,1014.0,2984.0,178.15,1605.0
0.01,1.0,330.0,18000.0,100.58,1360.0
0.01,2.0,4669.0,11760.0,311.77,1581.0
0.00801,1.0,2000.0,17650.0,277.8,1760.0
0.00998,1.5,827.0,8924.0,92.99,2104.0
0.00811,3.0,1506.1,1010.0,169.59,918.0
0.00801,3.0,1003.0,9810.0,234.56,760.0
0.0108,1.0,1994.4,13730.0,219.85,2767.0
0.0131,1.75,239.0,1206.0,30.84,991.0
0.01044,1.753,1764.7,13790.0,309.44,987.515
0.008,1.4,100.0,308.0,65.7,291.0
0.00996,0.96,351.0,510.0,53.48,1523.0
0.00802,1.57,3212.0,17650.0,337.07,1389.0
0.00796,1.0,4000.0,6860.0,201.78,3730.0
0.00993,3.12,595.0,981.0,116.1,792.0
0.00776,2.08,700.0,2638.0,135.48,1176.0
0.0104,3.8,1253.0,17650.0,235.54,709.0
0.00801,3.0,500.0,9810.0,225.26,534.0
0.01,4.966,3410.0,13720.0,317.48,759.0
0.00803,6.0,2008.0,13720.0,319.89,324.0
0.00811,3.66,4004.6,6980.0,276.19,1308.0
0.008,5.03,2201.0,17700.0,255.25,735.0
0.00998,1.5,2084.0,6963.0,204.75,2475.0
0.008,2.23,4066.0,9800.0,302.76,1353.0
0.00782,0.25,1504.0,13720.0,158.07,6062.0
0.0104,3.8,2719.4,19620.0,248.89,1470.0
0.0107,5.0,1008.3,7850.0,280.0,570.0
0.008,1.57,2690.0,2940.0,183.87,3086.0
0.01,4.966,1603.0,9800.0,206.2,824.0
0.00778,6.0,1033.0,9810.0,244.55,370.0
0.007,0.56,3416.0,3293.0,192.43,5451.0
0.0151,3.962,2200.0,6443.0,217.1,1495.0
0.008,1.57,3213.0,17700.0,337.11,1396.0
0.0077,2.6,1486.0,14710.0,321.16,558.0
0.00801,1.0,1000.0,17650.0,301.67,990.0
0.00558,0.864,3485.0,7100.0,275.27,2540.0
0.011,6.0,3193.0,17700.0,317.15,851.0
0.008,1.57,996.0,12750.0,280.53,913.0
0.00801,1.0,4000.0,9810.0,198.9,3950.0
0.00776,2.08,687.0,2481.0,126.74,1180.0
0.00578,3.0,3335.0,5880.0,159.44,1773.0
0.0131,2.0,404.0,2893.0,34.68,1452.0
0.008,0.99,1007.0,9810.0,234.56,1830.0
0.0141,0.991,2035.4,12476.0,294.53,2060.0
0.008,3.49,2004.0,12750.0,207.09,1010.0
0.0108,1.0,1993.0,6860.0,219.9,3107.0
0.008,3.49,2004.0,14710.0,126.59,1377.0
0.00578,2.0,1493.0,17650.0,96.1,1482.0
0.01,4.966,3668.0,15690.0,326.0,881.0
0.00803,4.0,2008.0,17650.0,301.67,629.0
0.008,1.57,2737.0,12750.0,268.25,1692.0
0.003,0.5,698.5,7100.0,77.65,2212.0
0.01,0.5,149.0,406.0,58.92,1409.0
0.008,1.8,1997.0,2996.0,133.23,2622.0
0.00782,3.0,2000.0,10000.0,214.11,1221.0
0.00795,2.0,2771.0,13720.0,178.46,2372.0
0.01,1.0,499.0,11760.0,93.97,2010.0
0.01262,5.563,678.0,6964.0,234.02,589.6
0.00996,0.96,1153.0,1432.0,110.09,3457.0
0.00574,0.625,5288.4,13790.0,194.85,6813.9
0.01,1.0,1663.0,15690.0,127.51,3679.0
0.0104,3.8,2286.1,19620.0,339.79,709.0
0.0077,2.6,1963.0,11760.0,233.8,1104.0
0.00799,3.0,3988.0,13730.0,283.67,1491.0
0.00778,6.0,1053.0,6960.0,90.05,670.0
0.011,6.0,1579.0,9800.0,198.8,738.0
0.0113,1.829,684.8,10356.0,227.3,1170.4
0.008,0.78,1619.0,4900.0,208.16,3551.0
0.00993,1.04,201.0,2726.0,124.96,952.0
0.008,0.393,4802.0,2520.0,55.84,10514.0
0.00798,6.0,2013.3,14020.0,326.46,317.0
0.01,2.0,3516.0,9800.0,219.92,2459.0
0.00925,1.73,3972.2,6870.0,230.41,2570.0
0.00585,4.0,1499.0,14710.0,198.86,593.0
0.00578,2.0,4944.0,7840.0,179.32,2620.0
0.00776,2.08,340.0,2707.0,94.23,724.0
0.0048,1.8,2722.2,9810.0,240.96,1186.0
0.01262,1.829,623.8,6964.0,257.4,1374.8
0.00795,3.0,4025.0,9810.0,197.77,1898.0
0.0082,5.34,1505.0,17650.0,239.66,555.0
0.008,2.44,2657.0,14700.0,326.09,840.0
0.00578,2.0,3441.0,14710.0,98.48,2927.0
0.0129,0.96,580.0,1294.0,88.01,2920.0
0.00578,3.0,1493.0,9800.0,99.03,1123.0
0.0134,3.658,2055.9,13048.0,304.68,781.9
0.008,0.243,4897.0,500.0,76.36,7620.0
0.01,2.5,1700.0,2883.0,152.4,2014.0
0.00996,0.96,696.0,2108.0,83.6,3005.0
0.01,2.0,2625.0,13720.0,216.23,2214.0
0.0131,2.0,252.0,3138.0,29.91,1007.0
0.01,1.25,430.0,853.0,59.22,1519.0
0.008,0.565,995.0,15690.0,266.88,1849.0
0.0151,6.0,519.0,14710.0,239.72,410.0
0.00581,1.0,1499.0,11760.0,279.51,1424.0
0.008,0.78,2217.0,9800.0,207.98,3255.0
0.008,0.393,4877.0,1930.0,119.59,7975.0
0.008,0.79,995.0,9800.0,199.93,2261.0
0.00932,3.048,4127.0,7239.5,225.06,2077.485
0.00811,2.0,501.6,10040.0,290.89,648.0
0.00803,6.0,2014.0,11760.0,309.77,325.0
0.0128,0.914,2698.4,6895.0,183.46,4069.4
0.00951,1.73,4194.4,6870.0,215.41,2685.0
0.00778,6.0,2019.0,17950.0,167.73,820.0
0.008,1.57,5061.0,4900.0,180.75,3528.0
0.008,0.78,1608.0,12750.0,172.5,3054.0
0.00585,6.0,1499.0,15690.0,322.06,223.0
0.00801,3.0,2000.0,9810.0,83.84,1742.0
0.0134,3.658,2035.5,10385.0,288.67,1034.1
0.00801,1.0,4000.0,17650.0,256.27,3660.0
0.008,5.03,2726.0,12750.0,314.67,478.0
0.00796,3.0,4000.0,9810.0,183.71,1999.0
0.00811,3.66,1504.6,3010.0,133.52,1205.0
0.01001,3.0,699.0,11760.0,219.42,710.0
0.00581,1.0,1499.0,6860.0,220.56,2350.0
0.01,1.0,753.0,2157.0,104.62,3006.0
0.01001,3.0,6583.0,10000.0,218.3,2904.0
0.01,2.0,465.0,14000.0,101.75,997.0
0.00993,1.04,216.0,1285.0,103.12,1066.0
0.01,2.0,517.0,11760.0,101.86,1115.0
0.00578,2.0,5029.0,14710.0,280.73,1988.0
0.01001,3.0,1173.0,14000.0,313.76,568.0
0.00801,1.0,2000.0,6860.0,104.08,3870.0
0.00598,4.8,2198.8,6972.0,204.4,743.2
0.01077,0.864,3755.0,7140.0,249.19,3130.0
0.0108,3.0,1508.0,13720.0,281.66,862.0
0.01075,4.0,2773.0,14710.0,321.64,773.0
0.00393,1.5,3510.3,7100.0,67.59,3034.0
0.00585,6.0,4899.0,13720.0,137.89,1374.0
0.00781,3.0,1096.0,6860.0,114.06,1312.0
0.008,2.44,1590.0,12750.0,89.69,1714.0
0.008,3.49,1001.0,14710.0,279.75,480.0
0.0074,3.8,3777.8,17660.0,150.6,2046.0
0.00998,1.0,789.0,8924.0,142.27,2414.0
0.0108,1.0,1000.0,13730.0,299.44,1290.0
0.0108,3.0,497.2,7850.0,279.42,610.0
0.0108,3.0,995.0,17650.0,341.34,412.0
0.01001,3.0,249.0,3000.0,128.15,458.0
0.00932,3.048,1041.6,11135.1,198.93,922.416
0.0108,1.0,2723.0,6860.0,219.9,3258.0
0.00996,0.96,1355.0,2520.0,120.57,3963.0
0.0085,1.8,1650.0,9800.0,291.52,1279.0
0.00805,2.0,1452.0,11760.0,319.48,737.0
0.0108,1.0,2736.1,9810.0,220.02,3490.0
0.00399,0.5,4444.0,7840.0,199.49,4158.0
0.006,0.5,101.0,306.0,30.31,577.0
0.00578,3.0,4997.0,17650.0,260.24,1882.0
0.00801,3.0,4000.0,17650.0,333.13,1223.0
0.012,0.96,100.0,298.0,109.0,678.0
0.00785,1.0,597.2,7100.0,65.67,2354.0
0.01,1.0,2003.0,14000.0,198.29,3269.0
0.01046,1.803,1357.4,13790.0,308.61,883.4
0.01105,1.0,962.0,11760.0,97.32,2999.0
0.008,3.49,2004.0,12750.0,168.34,1155.0
0.0078,6.0,2001.0,6860.0,153.32,840.0
0.00578,3.0,5029.0,15690.0,178.32,2419.0
0.00622,0.914,5451.0,7030.0,219.85,4156.0
0.0077,2.6,4000.0,11790.0,220.34,1910.0
0.008,1.57,4055.0,7850.0,224.78,2590.0
0.01075,6.0,499.0,14710.0,239.72,255.0
0.008,1.57,2201.0,12750.0,128.03,2759.0
0.008,1.57,3191.0,14700.0,280.65,1869.0
0.01,2.0,2459.0,12000.0,139.22,2879.0
0.00801,6.0,501.0,13730.0,239.66,200.0
0.008,0.99,3999.0,6860.0,228.15,3220.0
0.00801,3.0,1000.0,9810.0,232.41,764.0
0.01,2.0,3524.0,7000.0,171.88,2988.0
0.008,0.393,4851.0,1000.0,31.65,9610.0
0.00782,1.65,4055.6,9810.0,298.99,1525.0
0.01,4.966,3771.0,9800.0,207.98,1407.0
0.00607,0.79,1604.0,14700.0,310.28,1245.0
0.01,2.0,379.0,19610.0,181.64,543.0
0.0108,1.0,2011.0,13720.0,300.99,1729.0
0.00801,6.0,501.0,13730.0,255.1,180.0
0.008,5.03,2693.0,17700.0,327.18,579.0
0.01001,3.0,429.0,18000.0,256.9,381.0
0.00581,1.0,3353.0,14710.0,280.73,2344.0
0.0104,3.8,2380.6,11790.0,314.28,710.0
0.0051,2.6,5027.8,9810.0,187.36,1790.0
0.01,1.0,336.0,13720.0,109.67,1358.0
0.00574,0.625,5247.7,3448.0,57.28,8580.5
0.00607,0.79,4984.0,7850.0,199.6,4438.0
0.00781,3.0,2036.0,9810.0,251.67,1018.0
0.01001,3.0,1158.0,17650.0,338.06,438.0
0.0102,3.658,2834.0,6893.0,268.49,1271.3
0.00778,6.0,1990.0,6960.0,269.18,570.0
0.0108,3.0,2784.0,15690.0,281.3,1335.0
0.0078,6.0,1001.0,9810.0,175.47,440.0
0.00585,5.0,3359.0,19610.0,157.21,1197.0
0.015,4.839,406.0,4070.0,245.35,509.0
0.0077,2.6,2972.2,11790.0,175.02,1910.0
0.0108,2.0,1511.0,13720.0,157.6,1884.0
0.008,1.8,2000.0,2006.0,104.89,2707.0
0.00795,2.0,2004.0,9800.0,138.13,2093.0
0.00999,0.6,567.0,1540.0,70.21,3867.0
0.00558,2.007,2025.0,7030.0,280.88,1120.0
0.00585,6.0,5003.0,14710.0,260.17,999.0
0.00585,5.0,3339.0,13720.0,158.07,1056.0
0.00475,0.318,6020.0,13720.0,287.63,5456.0
0.008,2.23,4066.0,9800.0,289.86,1409.0
0.008,1.0,2018.0,13730.0,160.02,3270.0
0.008,0.393,4890.0,1040.0,46.85,9407.0
0.0129,0.96,341.0,922.0,69.35,1962.0
0.008,1.57,2707.0,12750.0,199.0,2517.0
0.008,0.79,995.0,2940.0,98.76,3674.0
0.00782,0.25,1504.0,17650.0,260.24,3580.0
0.00801,1.002,501.0,17750.0,111.21,1290.0
0.00776,3.12,765.0,2403.0,140.39,843.0
0.00796,1.0,2000.0,17650.0,179.16,3320.0
0.00801,1.0,500.0,17650.0,245.89,910.0
0.00558,0.432,4050.0,7000.0,210.72,5570.0
0.00585,4.0,1499.0,13720.0,158.07,688.0
0.01075,4.0,1010.0,15690.0,321.57,390.0
0.01105,1.0,962.0,9800.0,136.96,2684.0
0.0104,1.75,1763.0,13790.0,310.45,987.0
0.0152,2.456,1550.0,4992.0,242.4,1836.0
0.01,1.0,483.0,3158.0,69.83,2514.0
0.0108,3.0,2787.0,17650.0,271.15,1574.0
0.01,2.5,224.0,1402.0,41.56,528.0
0.008,1.57,1001.0,9800.0,198.8,1505.0
0.0151,6.0,773.0,17650.0,239.66,460.0
0.0134,3.658,2043.8,12931.0,303.84,804.0
0.01,2.0,4225.0,7000.0,160.33,3430.0
0.008,5.03,1609.0,17700.0,197.5,694.0
0.008,2.23,4060.0,9800.0,239.59,1821.0
0.00585,6.0,5003.0,7840.0,198.59,1135.0
0.0131,3.0,1024.0,2981.0,56.89,1967.0
0.01,2.0,1981.0,12000.0,213.15,1836.0
0.008,0.79,995.0,2940.0,108.72,3679.0
0.008,0.75,1005.0,998.0,135.92,3314.0
0.00785,1.0,1480.0,3040.0,75.09,4135.0
0.006,0.8,149.0,306.0,27.92,574.0
0.01001,3.0,6213.0,18000.0,257.52,3187.0
0.00578,2.0,1493.0,17650.0,322.14,604.0
0.0082,5.34,2283.0,15690.0,239.81,775.0
0.00993,2.08,225.0,588.0,100.34,573.0
0.00394,3.12,914.0,1961.0,57.4,653.0
0.00993,2.08,219.0,716.0,99.85,571.0
0.01,1.0,1184.0,16000.0,127.05,2987.0
0.008,0.99,3972.0,9810.0,267.78,2630.0
0.0078,1.7,1986.1,9810.0,269.57,1465.0
0.012,1.44,500.0,294.0,28.0,1750.0
0.008,1.57,2696.0,17700.0,274.82,1973.0
0.00778,6.0,2001.0,17550.0,290.3,480.0
0.01,2.0,315.0,14000.0,181.88,612.0
0.0105,1.8,1356.0,13790.0,313.5,827.0
0.0131,1.75,758.0,2491.0,45.58,2457.0
0.008,1.57,4010.0,12750.0,239.74,2807.0
0.0093,0.61,92.2,116.0,65.97,674.0
0.00811,4.0,1001.8,6990.0,185.7,819.0
0.01,2.0,1095.0,1040.0,30.1,1995.0
0.0082,5.34,1010.0,15690.0,118.48,576.0
0.00996,0.96,404.0,1471.0,55.7,1986.0
0.00801,1.002,992.0,13630.0,122.64,2280.0
0.0108,1.0,1514.0,7840.0,179.32,3124.0
0.00578,3.0,3335.0,6860.0,220.56,1400.0
0.0051,2.6,5000.0,9810.0,193.26,1758.0
0.00394,1.04,718.0,2785.0,43.38,1544.0
0.00607,0.79,999.0,14700.0,300.16,1080.0
0.008,1.0,1995.0,6860.0,166.31,3250.0
0.0152,1.627,2190.0,5001.0,263.96,560.0
0.00811,3.0,3983.7,14000.0,236.56,1837.0
0.0108,1.0,2745.0,17650.0,260.24,3444.0
0.01001,3.0,588.0,7000.0,261.83,750.0
0.00795,1.65,4835.0,17650.0,290.74,2535.0
0.00993,3.12,162.0,1079.0,114.76,281.0
0.008,1.645,1830.0,15690.0,305.38,1046.0
0.01075,4.0,2795.0,6860.0,280.15,1119.0
0.008,0.79,983.0,4900.0,206.16,3064.0
0.007,0.98,3539.0,7093.0,265.39,2882.0
0.012,1.2,200.0,294.0,109.0,902.0
0.01,1.0,279.0,1746.0,54.03,1531.0
0.00776,2.08,385.0,1451.0,127.02,727.0
0.0095,1.84,1391.9,13790.0,286.67,946.5
0.00798,6.0,1252.3,5010.0,163.98,673.0
0.007,0.98,2344.0,9930.0,275.14,2287.0
0.0078,7.0,1933.0,17650.0,97.06,832.0
0.0108,3.0,2002.0,13720.0,219.33,1338.0
0.00999,0.6,750.0,2628.0,87.7,4503.0
0.00581,1.0,1499.0,11760.0,157.36,2306.0
0.00607,0.79,5023.0,12750.0,260.1,3617.0
0.0078,6.0,2013.0,13730.0,306.04,360.0
0.00805,10.94,1008.0,9800.0,97.8,331.0
0.00585,4.0,3328.0,6860.0,59.4,1859.0
0.00799,3.0,2002.0,9810.0,284.9,876.0
0.00578,2.0,3441.0,5880.0,239.23,1829.0
0.0131,2.75,1045.0,2118.0,51.61,2037.0
0.0141,1.524,1012.9,12476.0,261.34,1511.1
0.0126,4.877,3790.3,6976.0,264.18,1517.8
0.0093,0.61,162.7,130.0,75.5,1005.0
0.008,1.8,1000.0,2984.0,134.4,1699.0
0.00394,3.12,844.0,2687.0,55.34,648.0
0.0131,2.0,281.0,1206.0,29.4,1018.0
0.00607,0.792,3207.0,9800.0,199.93,3590.0
0.01,2.0,363.0,3040.0,31.76,1006.0
0.00801,1.0,500.0,17650.0,167.81,1120.0
0.008,3.49,1000.0,14710.0,239.72,556.0
0.0131,2.0,708.0,2069.0,44.08,2016.0
0.00803,3.0,1997.0,13730.0,149.03,1465.0
0.008,1.57,501.0,17700.0,297.6,506.0
0.00585,4.0,5003.0,11760.0,299.7,1005.0
0.00998,1.5,660.0,5982.0,86.01,2174.0
0.006,0.8,99.0,394.0,57.33,352.0
0.00607,0.792,2698.0,7840.0,266.05,2500.0
0.00811,1.0,5006.4,7010.0,276.11,2546.0
0.008,2.44,1590.0,12750.0,262.16,895.0
0.00802,1.57,2195.0,7840.0,273.15,1750.0
0.00795,2.0,1495.0,11760.0,56.56,2163.0
0.008,1.57,4004.0,9800.0,299.79,1498.0
0.00785,3.0,3746.0,17550.0,316.03,1354.0
0.01075,4.0,1512.0,17650.0,279.99,765.0
0.01,1.0,568.0,10000.0,115.1,2156.0
0.0108,3.0,995.0,15690.0,302.32,605.0
0.0131,2.25,290.0,2893.0,30.6,992.0
0.00803,6.0,1999.0,17650.0,262.32,580.0
0.00578,2.0,1493.0,13720.0,157.13,1258.0
0.008,2.44,2190.0,9800.0,198.8,1573.0
0.00801,1.0,4000.0,6860.0,177.57,3950.0
0.01,2.5,216.0,1442.0,41.77,531.0
0.0151,4.017,2190.0,6443.0,239.66,1396.0
0.00622,0.914,2074.0,7030.0,111.37,3900.0
0.00775,1.008,2000.0,6860.0,240.1,2640.0
0.01,2.0,805.0,18000.0,141.74,1253.0
0.0104,3.8,534.0,14710.0,308.26,337.0
0.01001,3.0,471.0,12000.0,223.74,522.0
0.00394,2.08,719.0,1706.0,58.31,781.0
0.0141,0.991,1014.3,12407.0,278.42,1681.4
0.00622,0.91,2712.0,10343.0,119.48,4344.0
0.0108,2.0,1095.0,13720.0,260.19,1033.0
0.00798,1.65,1916.7,17660.0,228.43,1791.0
0.0128,0.914,2739.0,7030.0,206.84,3741.0
0.00778,6.0,1024.0,9900.0,257.64,350.0
0.01,1.0,243.0,4021.0,48.85,1304.0
0.0134,3.658,2027.5,3429.0,221.36,1519.7
0.00578,2.0,1493.0,15690.0,240.88,931.0
0.01,1.75,566.0,2010.0,80.73,1522.0
0.00799,1.0,2002.0,13730.0,142.93,3640.0
0.00801,1.0,2000.0,6860.0,189.63,2900.0
0.008,1.0,2007.0,13730.0,291.86,1690.0
0.008,0.393,4885.0,1980.0,94.68,8900.0
0.008,1.6,2707.0,7850.0,230.83,2136.0
0.00811,5.0,2517.7,18010.0,257.2,872.0
0.011,6.0,1576.0,14700.0,301.07,411.0
0.00581,1.0,3353.0,11760.0,280.67,1896.0
0.00798,1.65,1988.9,17660.0,325.78,1023.0
0.008,3.0,1000.0,9810.0,278.98,645.0
0.00578,2.0,4966.0,15690.0,139.1,3663.0
0.00796,1.0,2000.0,6860.0,254.26,2360.0
0.01,1.5,1113.0,2471.0,126.04,2516.0
0.008,1.57,1007.0,2940.0,174.99,1905.0
0.007,0.98,2481.0,6890.0,249.84,2870.0
0.006,1.0,100.0,305.0,51.02,342.0
0.0077,2.6,3442.0,11760.0,236.81,1500.0
0.01,2.0,267.0,16000.0,163.05,546.0
0.011,6.0,980.0,9800.0,299.79,320.0
0.00558,0.864,2051.0,7140.0,210.08,2930.0
0.01262,3.658,2590.0,6612.0,219.03,1711.7
0.01,1.75,518.0,3217.0,86.28,1514.0
0.01,1.5,1377.0,1657.0,131.59,2541.0
0.006,0.4,3871.0,7840.0,207.08,5711.0
0.0126,4.57,650.0,6870.0,258.24,669.0
0.00932,3.048,2053.3,6998.2,275.25,1128.273
0.008,5.03,2720.0,9800.0,251.58,791.0
0.00778,6.0,1972.0,7160.0,150.12,890.0
0.008,1.8,997.0,998.0,111.91,1481.0
0.00811,5.0,1502.0,16010.0,337.59,291.0
0.008,0.4,1493.5,1530.0,26.47,6197.5
0.01,1.0,365.0,16000.0,99.41,1439.0
0.00811,2.0,4002.4,18010.0,347.33,1374.0
0.01,2.0,2172.0,16000.0,148.78,2636.0
0.00803,3.0,1005.0,6860.0,212.0,973.0
0.00811,4.0,1000.6,3000.0,133.55,886.0
0.00785,1.0,578.0,3040.0,58.11,2422.0
0.00607,0.79,2199.0,7850.0,213.61,2941.0
0.00475,0.318,4672.0,13720.0,271.38,5330.0
0.00787,3.0,3010.0,14710.0,218.34,1536.0
0.008,1.57,1007.0,12750.0,290.66,883.0
0.01001,3.0,1564.0,16000.0,240.93,1047.0
0.01001,3.0,3234.0,19610.0,349.11,1046.0
0.00801,3.0,4000.0,13730.0,292.8,1313.0
0.00811,3.0,2007.3,2010.0,202.49,1144.0
0.00585,6.0,3370.0,13720.0,281.66,544.0
0.01,2.0,554.0,9000.0,285.38,888.0
0.00811,4.0,3006.6,5020.0,163.89,1675.0
0.00607,1.0,1040.0,3040.0,57.87,3093.0
0.01,1.0,1850.0,11760.0,136.02,3430.0
0.00801,1.0,2000.0,17650.0,86.98,3910.0
0.00998,2.5,1355.0,8924.0,87.02,1998.0
0.0105,1.8,949.0,13790.0,274.13,946.0
0.01,4.966,4492.0,11760.0,221.62,1533.0
0.01,2.0,1076.0,7000.0,136.99,2015.0
0.0082,6.0,2757.0,9800.0,299.79,543.0
0.00999,0.6,645.0,1000.0,72.07,3834.0
0.0077,2.6,1769.4,11790.0,223.85,1128.0
0.0082,5.37,1978.0,14710.0,330.89,337.0
0.01,2.0,1440.0,13720.0,112.77,2046.0
0.0082,5.34,1999.0,13720.0,270.38,558.0
0.003,0.5,2452.0,5100.0,52.67,5130.0
0.008,1.0,2046.0,9810.0,160.22,3360.0
0.0129,0.96,316.0,1412.0,68.22,1978.0
0.00792,1.65,4049.0,11760.0,302.36,1477.0
0.0128,1.93,5451.0,7030.0,207.07,3531.0
0.01,1.5,1133.0,873.0,114.24,2028.0
0.01,2.0,899.0,13720.0,319.41,625.0
0.00776,1.04,332.0,2246.0,88.83,1358.0
0.0108,3.0,1514.0,9800.0,238.95,1142.0
0.00607,0.79,2209.0,9800.0,193.84,2988.0
0.01,2.0,1116.0,10000.0,199.84,1583.0
0.00803,3.0,1997.0,13730.0,245.84,987.0
0.008,3.0,996.0,13730.0,274.45,569.0
0.006,1.2,150.0,312.0,30.04,396.0
0.0146,6.0,555.0,15690.0,137.68,524.0
0.01,2.0,853.0,3040.0,35.59,2021.0
0.0131,2.75,664.0,1814.0,42.89,1463.0
0.008,1.0,148.0,297.0,50.81,545.0
0.00998,2.0,3758.0,9022.0,189.5,3010.0
0.0128,1.93,5424.0,5171.0,223.02,2845.4
0.00394,1.04,1128.0,1383.0,58.83,1808.0
0.008,1.57,1001.0,12750.0,252.02,1055.0
0.00801,3.0,496.0,17550.0,136.32,503.0
0.0126,4.57,1355.6,6870.0,209.46,1065.0
0.00932,3.048,3097.6,18167.7,317.09,1217.803
0.0134,3.658,2048.7,19361.0,297.11,1182.3
0.00622,0.91,7580.0,10343.0,271.97,4019.0
0.0131,3.0,436.0,1618.0,43.81,970.0
0.00811,3.0,6032.2,9980.0,300.32,1728.0
0.008,0.78,1603.0,9800.0,138.13,3745.0
0.008,0.97,1590.0,9800.0,288.94,1805.0
0.008,1.57,4979.0,17700.0,338.1,1973.0
0.00811,3.66,2004.1,12020.0,224.13,989.0
0.0113,1.829,2028.6,10308.0,254.67,1586.8
0.00811,3.0,752.2,16000.0,337.26,296.0
0.01,1.0,444.0,10000.0,108.21,1915.0
0.0078,0.789,983.0,7840.0,203.52,2580.0
0.0108,1.0,1505.6,13730.0,199.3,2654.0
0.00932,3.048,1007.7,11066.1,238.85,788.12
0.01,2.0,2052.0,11760.0,127.05,2580.0
0.00607,0.79,2708.0,12750.0,310.68,1563.0
0.00811,2.0,3002.8,16080.0,247.59,2063.0
0.00785,1.0,471.0,5100.0,60.82,2078.0
0.0108,2.0,546.0,13720.0,238.72,771.0
0.00776,2.08,687.0,2040.0,114.33,1179.0
0.00993,2.08,548.0,412.0,118.42,776.0
0.0077,2.1,1546.0,13720.0,270.98,942.0
0.00801,1.0,4000.0,9810.0,193.71,4120.0
0.00785,3.0,1040.0,9810.0,111.03,1172.0
0.0129,0.96,131.0,1245.0,41.95,954.0
0.008,3.49,2004.0,14810.0,334.58,475.0
0.0077,2.6,1019.4,11790.0,262.01,733.0
0.00811,4.0,1504.0,14010.0,235.99,689.0
0.01,2.0,701.0,9800.0,188.4,1208.0
0.01,4.966,3017.0,14000.0,234.4,1143.0
0.00384,1.55,4008.0,12750.0,301.82,1146.0
0.00996,0.96,715.0,1853.0,83.47,2994.0
0.0131,2.25,709.0,3256.0,49.03,2000.0
0.0128,1.93,1911.0,7030.0,275.15,1833.0
0.00795,2.0,1439.0,5880.0,59.29,2442.0
0.00607,0.79,2199.0,14700.0,320.29,1358.0
0.00799,1.0,2002.0,9810.0,204.06,2730.0
0.00999,0.6,1243.0,2932.0,106.42,5155.0
0.00996,0.96,1406.0,2295.0,123.47,3963.0
0.01001,3.0,4286.0,19610.0,346.7,1385.0
0.008,1.57,2201.0,12750.0,178.49,2304.0
0.01,2.25,203.0,1040.0,48.77,510.0
0.00607,0.79,4053.0,12750.0,280.53,2630.0
0.01,2.0,694.0,11760.0,307.74,672.0
0.00803,6.0,1997.0,13720.0,305.97,380.0
0.0141,0.991,1012.9,11029.0,252.05,2104.1
0.008,0.75,1019.0,1001.0,116.3,3400.0
0.008,3.49,2004.0,2940.0,141.69,1375.0
0.008,5.03,2687.0,17700.0,274.82,823.0
0.00578,3.0,1493.0,6860.0,240.1,852.0
0.00996,0.96,183.0,1010.0,41.44,1090.0
0.00601,1.0,4235.8,7100.0,114.11,5125.0
0.00796,3.0,2000.0,9810.0,78.81,1759.0
0.00578,3.0,4976.0,7840.0,159.04,2291.0
0.008,0.78,3206.0,4900.0,230.37,3635.0
0.008,1.57,2195.0,12750.0,320.44,911.0
0.00805,15.0,1986.0,17650.0,280.9,234.0
0.0151,6.0,1023.0,6860.0,240.1,760.0
0.008,0.78,2668.0,9800.0,226.25,3322.0
0.0104,3.8,2943.0,15690.0,244.95,1372.0
0.008,1.8,996.0,2983.0,197.32,1503.0
0.012,1.0,101.0,513.0,70.43,601.0
0.00795,2.0,985.0,17650.0,219.06,904.0
0.0048,1.7,2810.0,13720.0,266.33,1290.0
0.00999,0.6,423.0,2148.0,54.79,3444.0
